address_id,customer_id,address_type,address_line1,district,province,postal_code,country,is_primary
ADR0000683,CUS0000577,Registered,9/7 ถ.เลิศกิ่ง,สงขลา,นครปฐม,59770,TH,True
ADR0000684,CUS0000578,Registered,167 ถนนผลบุญ,เจ้าพระยาสุรศักดิ์,ชลบุรี,61560,TH,True
ADR0000685,CUS0000579,Registered,504 ถนนไชยภา,นครปฐม,พิษณุโลก,24800,TH,True
ADR0000686,CUS0000580,Registered,6 ถ.นะวะมันดร,รังสิต,สมุทรสาคร,48620,TH,True
ADR0000687,CUS0000580,Mailing,18 หมู่ 59 ถนนฉัตรอภิเที่ยงค่ำ,ลาดพร้าว,กรุงเทพมหานคร,56630,TH,False
ADR0000688,CUS0000581,Registered,80 หมู่ 62 ถ.นักรบ,หาดใหญ่,ระยอง,14360,TH,True
ADR0000689,CUS0000582,Registered,637/76 ถนนนิละทัต,พระนครศรีอยุธยา,สุราษฎร์ธานี,93240,TH,True
ADR0000690,CUS0000583,Registered,16 หมู่ 78 ถ.ธนประทีป,นครสวรรค์,นครปฐม,11400,TH,True
ADR0000691,CUS0000583,Mailing,14/56 ถ.นิระหานี,เชียงใหม่,พิษณุโลก,63710,TH,False
ADR0000692,CUS0000584,Registered,34 หมู่ 64 ถนนสุวรรณหงษ์,นครปฐม,สมุทรสาคร,44000,TH,True
ADR0000693,CUS0000585,Registered,990/6 ถนนบุนยะตีรณะ,พระนครศรีอยุธยา,ภูเก็ต,43030,TH,True
ADR0000694,CUS0000586,Registered,83 ถนนบุญบำรุง,เชียงราย,นครราชสีมา,57520,TH,True
ADR0000695,CUS0000586,Mailing,391/63 ถนนยางสวย,นนทบุรี,ระยอง,40120,TH,False
ADR0000696,CUS0000587,Registered,1 ถ.ธรรมสถิตไพศาล,นครราชสีมา,ปทุมธานี,28410,TH,True
ADR0000697,CUS0000588,Registered,137/5 ถนนนะวะมันดร,ขอนแก่น,อุบลราชธานี,27560,TH,True
ADR0000698,CUS0000589,Registered,014/9 ถ.ไทยแท้,คลองเตย,กรุงเทพมหานคร,51480,TH,True
ADR0000699,CUS0000589,Mailing,31 หมู่ 79 ถนนวุฑฒยากร,สมุทรสาคร,สมุทรสาคร,20670,TH,False
ADR0000700,CUS0000590,Registered,78 ถนนแนวพนิช,สงขลา,เชียงใหม่,90870,TH,True
ADR0000701,CUS0000591,Registered,02/72 ถ.บุนยะศัพท์,เชียงราย,ระยอง,48380,TH,True
ADR0000702,CUS0000592,Registered,73 ถ.ขันธุลา,ธนบุรี,กรุงเทพมหานคร,47850,TH,True
ADR0000703,CUS0000593,Registered,767/43 ถนนหนักแน่น,ปทุมวัน,กรุงเทพมหานคร,27910,TH,True
ADR0000704,CUS0000594,Registered,8/9 ถ.นาคะนคร,หาดใหญ่,พิษณุโลก,37800,TH,True
ADR0000705,CUS0000595,Registered,6/0 ถ.ทองสินธุ์,นครราชสีมา,เชียงใหม่,20290,TH,True
ADR0000706,CUS0000596,Registered,4 ถนนถนัดรักษา,ขอนแก่น,นครราชสีมา,29690,TH,True
ADR0000707,CUS0000596,Mailing,19 ถ.บุตราช,แหลมฉบัง,ขอนแก่น,21760,TH,False
ADR0000708,CUS0000597,Registered,73/82 ซอยบุญญาไลย์,วัฒนา,กรุงเทพมหานคร,21800,TH,True
ADR0000709,CUS0000598,Registered,9/5 ถนนบุญญาไลย์,หาดใหญ่,นครปฐม,11570,TH,True
ADR0000710,CUS0000599,Registered,93/28 ถ.ถนอมมนุษย์,ยะลา,ลำปาง,43480,TH,True
ADR0000711,CUS0000599,Mailing,154/38 ถนนแนวพญา,เชียงราย,สมุทรปราการ,84200,TH,False
ADR0000712,CUS0000600,Registered,65/81 ถนนนฤภัย,แหลมฉบัง,เชียงราย,82120,TH,True
ADR0000713,CUS0000601,Registered,52 ถ.ยะผา,สมุทรปราการ,พระนครศรีอยุธยา,77170,TH,True
ADR0000714,CUS0000602,Registered,0/2 ถนนศิวะวรเวท,ระยอง,นครราชสีมา,25930,TH,True
ADR0000715,CUS0000603,Registered,32 ถนนนิติสาขา,ประเวศ,กรุงเทพมหานคร,26200,TH,True
ADR0000716,CUS0000604,Registered,81/14 ถนนขอหมั่นกลาง,ตรัง,สมุทรปราการ,88590,TH,True
ADR0000717,CUS0000605,Registered,4 ถนนถมังรักษสัตว์,สงขลา,สมุทรสาคร,69670,TH,True
ADR0000718,CUS0000606,Registered,3/2 ถ.เขียวขุ้ย,เชียงราย,ปทุมธานี,43960,TH,True
ADR0000719,CUS0000607,Registered,086/7 ถนนถมปัด,พระนคร,กรุงเทพมหานคร,58200,TH,True
ADR0000720,CUS0000608,Registered,5/6 ถนนติณรัตน์,นครราชสีมา,ระยอง,45900,TH,True
ADR0000721,CUS0000609,Registered,63 หมู่ 4 ถนนยะผา,เชียงราย,ชลบุรี,25500,TH,True
ADR0000722,CUS0000610,Registered,70/1 ถนนศรทอง,สกลนคร,พระนครศรีอยุธยา,90350,TH,True
ADR0000723,CUS0000611,Registered,980 ถ.ภูภักดี,อุบลราชธานี,สมุทรปราการ,41510,TH,True
ADR0000724,CUS0000612,Registered,5 ถนนนับเนื่องนอ,ระยอง,ปทุมธานี,76940,TH,True
ADR0000725,CUS0000613,Registered,20 ถ.ถนอมพล,เชียงราย,อุบลราชธานี,16080,TH,True
ADR0000726,CUS0000614,Registered,429 ถนนศรทอง,แม่สอด,อุดรธานี,38460,TH,True
ADR0000727,CUS0000615,Registered,9 ถนนแน่นดุจป้อม,นครศรีธรรมราช,ชลบุรี,78740,TH,True
ADR0000728,CUS0000615,Mailing,878 ถ.ดาวอร่าม,กรุงเทพมหานคร,ระยอง,34340,TH,False
ADR0000729,CUS0000616,Registered,857/8 ถ.ตระกูลไม้เรียง,สมุทรปราการ,เชียงใหม่,89380,TH,True
ADR0000730,CUS0000617,Registered,82 หมู่ 8 ถ.ดัตพันธุ์,ดอนเมือง,กรุงเทพมหานคร,14130,TH,True
ADR0000731,CUS0000618,Registered,94 ถนนถนัดหัตถกรรม,นครราชสีมา,ลำปาง,95640,TH,True
ADR0000732,CUS0000619,Registered,58 ถนนทรัพย์สาร,พระนครศรีอยุธยา,สงขลา,62420,TH,True
ADR0000733,CUS0000619,Mailing,563/4 ถ.นิษประปัญจ์,ภาษีเจริญ,กรุงเทพมหานคร,26590,TH,False
ADR0000734,CUS0000620,Registered,85/43 ถ.บุญศล,อ้อมน้อย,สมุทรปราการ,73910,TH,True
ADR0000735,CUS0000621,Registered,3/2 ถ.ศรีตะวัน,แหลมฉบัง,ลำปาง,61690,TH,True
ADR0000736,CUS0000622,Registered,865 ถ.เตชะกำพุ,สุราษฎร์ธานี,ระยอง,37990,TH,True
ADR0000737,CUS0000623,Registered,31 หมู่ 1 ถนนทรัพย์ธำรงค์,ระยอง,สุราษฎร์ธานี,95120,TH,True
ADR0000738,CUS0000624,Registered,26 หมู่ 8 ถนนเลิศกิ่ง,นครราชสีมา,นครราชสีมา,65150,TH,True
ADR0000739,CUS0000625,Registered,020 ถนนตั้งรบ,ปากเกร็ด,สมุทรปราการ,37430,TH,True
ADR0000740,CUS0000626,Registered,420 ถนนหอมพิกุล,ระยอง,เชียงราย,83150,TH,True
ADR0000741,CUS0000627,Registered,97 หมู่ 8 ถ.โพธิสัตย์,สวนหลวง,กรุงเทพมหานคร,44180,TH,True
ADR0000742,CUS0000628,Registered,144/45 ถ.บุญศล,พระนครศรีอยุธยา,สงขลา,33430,TH,True
ADR0000743,CUS0000629,Registered,966 ถ.ศรทอง,ดินแดง,กรุงเทพมหานคร,65320,TH,True
ADR0000744,CUS0000630,Registered,79 ถ.ดวงทับทิม,ปากเกร็ด,พิษณุโลก,46350,TH,True
ADR0000745,CUS0000631,Registered,660/0 ถนนถาวรายุศม์,พระนครศรีอยุธยา,นนทบุรี,28150,TH,True
ADR0000746,CUS0000631,Mailing,76/9 ถนนถนอมพล,ลาดพร้าว,กรุงเทพมหานคร,45660,TH,False
ADR0000747,CUS0000632,Registered,543 ถ.วิลาสินี,เชียงใหม่,ชลบุรี,96470,TH,True
ADR0000748,CUS0000632,Mailing,77 หมู่ 43 ถ.ตวงทอง,พญาไท,กรุงเทพมหานคร,97670,TH,False
ADR0000749,CUS0000633,Registered,76/2 ถนนประจันตะเสน,หาดใหญ่,ลำปาง,30610,TH,True
ADR0000750,CUS0000634,Registered,03 หมู่ 41 ถ.เดชคุ้ม,เชียงใหม่,ลำปาง,27640,TH,True
ADR0000751,CUS0000635,Registered,76 หมู่ 2 ถ.ถนัดหัตถกรรม,จตุจักร,กรุงเทพมหานคร,53810,TH,True
ADR0000752,CUS0000636,Registered,804/87 ถนนดุริยพันธุ์,ยะลา,ชลบุรี,77530,TH,True
ADR0000753,CUS0000637,Registered,23 หมู่ 54 ถนนดาบเงิน,นนทบุรี,พิษณุโลก,41670,TH,True
ADR0000754,CUS0000638,Registered,08/68 ถ.ขอหมั่นกลาง,สกลนคร,สมุทรปราการ,11520,TH,True
ADR0000755,CUS0000639,Registered,5 ถนนถนิมมาศ,เจ้าพระยาสุรศักดิ์,สมุทรปราการ,60240,TH,True
ADR0000756,CUS0000639,Mailing,401 ถนนนฤภัย,นครราชสีมา,สงขลา,15720,TH,False
ADR0000757,CUS0000640,Registered,8 ถนนถนัดภาษา,ขอนแก่น,นครราชสีมา,25080,TH,True
ADR0000758,CUS0000641,Registered,1/4 ถ.ถาวระวรณ์,บางนา,กรุงเทพมหานคร,36900,TH,True
ADR0000759,CUS0000642,Registered,00 หมู่ 2 ถนนถนัดรบ,นครสวรรค์,สมุทรปราการ,45150,TH,True
ADR0000760,CUS0000642,Mailing,96 หมู่ 9 ถ.ขอหมั่นกลาง,ขอนแก่น,เชียงใหม่,37060,TH,False
ADR0000761,CUS0000643,Registered,33 ถนนเลขะพันธุ์,พญาไท,กรุงเทพมหานคร,46120,TH,True
ADR0000762,CUS0000644,Registered,73 หมู่ 62 ถ.วะคีมัน,บางรัก,กรุงเทพมหานคร,55330,TH,True
ADR0000763,CUS0000645,Registered,47 หมู่ 7 ถ.นับเนื่องนอ,มีนบุรี,กรุงเทพมหานคร,42510,TH,True
ADR0000764,CUS0000646,Registered,1 ถ.เดชคุ้ม,เจ้าพระยาสุรศักดิ์,อุบลราชธานี,64440,TH,True
ADR0000765,CUS0000647,Registered,1 ถ.ถิรสวัสดิ์,ห้วยขวาง,กรุงเทพมหานคร,22540,TH,True
ADR0000766,CUS0000648,Registered,5/6 ถนนเดชวา,แม่สอด,สงขลา,71570,TH,True
ADR0000767,CUS0000648,Mailing,88 หมู่ 62 ถ.ไทนิยม,สมุทรสาคร,ขอนแก่น,61270,TH,False
ADR0000768,CUS0000649,Registered,54 หมู่ 3 ถ.นำธวัช,พัทยา,นครปฐม,83920,TH,True
ADR0000769,CUS0000650,Registered,262/39 ถนนนฤภัย,ระยอง,ชลบุรี,42850,TH,True
ADR0000770,CUS0000651,Registered,632 ถ.ตันยา,เกาะสมุย,ระยอง,55440,TH,True
ADR0000771,CUS0000652,Registered,83 หมู่ 2 ถนนยะผา,กรุงเทพมหานคร,สมุทรสาคร,80750,TH,True
ADR0000772,CUS0000653,Registered,14 ถนนพีระเพ็ญกุล,ขอนแก่น,สุราษฎร์ธานี,78100,TH,True
ADR0000773,CUS0000654,Registered,1 ถนนฉัตรอภิเที่ยงค่ำ,สงขลา,อุดรธานี,11800,TH,True
ADR0000774,CUS0000655,Registered,447/1 ถ.เขียวขุ้ย,วัฒนา,กรุงเทพมหานคร,60160,TH,True
ADR0000775,CUS0000656,Registered,04 หมู่ 6 ถนนร่มธิติรัตน์,ปากเกร็ด,ชลบุรี,51150,TH,True
ADR0000776,CUS0000657,Registered,75 หมู่ 36 ถ.ทำประดู่,ภูเก็ต,เชียงราย,42310,TH,True
ADR0000777,CUS0000658,Registered,44 ถนนด้วงโสน,สุราษฎร์ธานี,เชียงราย,50320,TH,True
ADR0000778,CUS0000659,Registered,4 ถนนถนัดกลึง,ขอนแก่น,ชลบุรี,26950,TH,True
ADR0000779,CUS0000660,Registered,911/4 ถ.นิละทัต,ธนบุรี,กรุงเทพมหานคร,66490,TH,True
ADR0000780,CUS0000661,Registered,7 ถนนติณรัตน์,พระนครศรีอยุธยา,เชียงใหม่,63640,TH,True
ADR0000781,CUS0000662,Registered,28 ถนนธนรักษ์,ภูเก็ต,เชียงใหม่,24830,TH,True
ADR0000782,CUS0000663,Registered,75 ถนนปรีชากุลเศรษฐ์,กรุงเทพมหานคร,สุราษฎร์ธานี,94440,TH,True
ADR0000783,CUS0000663,Mailing,5/6 ถ.ถะเกิงชศ,เกาะสมุย,นครราชสีมา,30520,TH,False
ADR0000784,CUS0000664,Registered,52 หมู่ 7 ถนนถนัดหัตถกรรม,บางนา,กรุงเทพมหานคร,31300,TH,True
ADR0000785,CUS0000665,Registered,261/06 ถนนแหยมศิริ,พระนครศรีอยุธยา,อุดรธานี,65990,TH,True
ADR0000786,CUS0000666,Registered,933 ซอยตั้งเผ่า,ดินแดง,กรุงเทพมหานคร,74860,TH,True
ADR0000787,CUS0000666,Mailing,95 ถ.ทับทิมไทย,นครสวรรค์,ขอนแก่น,24690,TH,False
ADR0000788,CUS0000667,Registered,565/70 ถนนทองลาภ,รังสิต,เชียงใหม่,54750,TH,True
ADR0000789,CUS0000668,Registered,30 ถนนทองลาภ,แม่สอด,เชียงราย,29700,TH,True
ADR0000790,CUS0000668,Mailing,431/62 ถ.ดุษฎีวนิช,สมุทรสาคร,ปทุมธานี,89630,TH,False
ADR0000791,CUS0000669,Registered,279/99 ถ.นวลเพ็ง,อ้อมน้อย,ชลบุรี,10010,TH,True
ADR0000792,CUS0000670,Registered,93 หมู่ 08 ถ.ติระคมน์,อ้อมน้อย,ขอนแก่น,49480,TH,True
ADR0000793,CUS0000670,Mailing,683/52 ถ.บุญส่ง,ขอนแก่น,สงขลา,82780,TH,False
ADR0000794,CUS0000671,Registered,323/3 ถนนธัญาโภชน์,นครราชสีมา,เชียงราย,14360,TH,True
ADR0000795,CUS0000671,Mailing,5/6 ถ.ตะละภัฏ,นครราชสีมา,เชียงราย,99360,TH,False
ADR0000796,CUS0000672,Registered,42/9 ถนนนิลวิมล,ระยอง,พระนครศรีอยุธยา,97940,TH,True
ADR0000797,CUS0000673,Registered,865/6 ถ.ธาราธร,ลำปาง,อุดรธานี,90180,TH,True
ADR0000798,CUS0000673,Mailing,354 ถนนไทยแท้,ปทุมวัน,กรุงเทพมหานคร,66280,TH,False
ADR0000799,CUS0000674,Registered,289/9 ถนนเตมิยะเดช,ปทุมวัน,กรุงเทพมหานคร,79360,TH,True
ADR0000800,CUS0000675,Registered,273 ถ.ถนัดการเขียน,สมุทรสาคร,พิษณุโลก,86000,TH,True
ADR0000801,CUS0000676,Registered,46 หมู่ 9 ถนนถนัดเดินข่าว,พระนครศรีอยุธยา,เชียงราย,55920,TH,True
ADR0000802,CUS0000677,Registered,192/50 ถ.เวียงจันทึก,แหลมฉบัง,ปทุมธานี,75350,TH,True
ADR0000803,CUS0000677,Mailing,061/0 ถ.ติณรัตน์,นนทบุรี,เชียงราย,56810,TH,False
ADR0000804,CUS0000678,Registered,6/3 ถนนปานสุวรรณ,นครปฐม,ระยอง,26670,TH,True
ADR0000805,CUS0000679,Registered,958/9 ถ.โพธิสัตย์,เชียงราย,นนทบุรี,64230,TH,True
ADR0000806,CUS0000680,Registered,320/69 ถนนบุญส่ง,พิษณุโลก,ลำปาง,24450,TH,True
ADR0000807,CUS0000680,Mailing,127 ถนนทรัพย์ธำรงค์,แม่สอด,สุราษฎร์ธานี,30170,TH,False
ADR0000808,CUS0000681,Registered,78 หมู่ 8 ถนนตะละภัฏ,ลำปาง,ขอนแก่น,62080,TH,True
ADR0000809,CUS0000682,Registered,4/5 ถ.ถนัดหัตถกรรม,สมุทรสาคร,ขอนแก่น,92110,TH,True
ADR0000810,CUS0000683,Registered,28 ถนนถนัดรักษา,รังสิต,อุบลราชธานี,82440,TH,True
ADR0000811,CUS0000683,Mailing,5/0 ซอยทองสินธุ์,บางนา,กรุงเทพมหานคร,78640,TH,False
ADR0000812,CUS0000684,Registered,9/4 ถนนถนัดเดินข่าว,ระยอง,พระนครศรีอยุธยา,77540,TH,True
ADR0000813,CUS0000685,Registered,81 ถนนถนัดภาษา,จตุจักร,กรุงเทพมหานคร,42740,TH,True
ADR0000814,CUS0000685,Mailing,1 ถนนสันตะวงศ์,ประเวศ,กรุงเทพมหานคร,21620,TH,False
ADR0000815,CUS0000686,Registered,924/30 ถนนถ้วนศรี,หาดใหญ่,นนทบุรี,84670,TH,True
ADR0000816,CUS0000687,Registered,426/88 ถ.ทองประดิฐ,นครศรีธรรมราช,อุดรธานี,71770,TH,True
ADR0000817,CUS0000688,Registered,2 ถนนขำเอนก,บางรัก,กรุงเทพมหานคร,62020,TH,True
ADR0000818,CUS0000688,Mailing,339 ถนนเดชคุ้ม,ลาดพร้าว,กรุงเทพมหานคร,39430,TH,False
ADR0000819,CUS0000689,Registered,875/04 ถ.ถนัดพิมพการ,จตุจักร,กรุงเทพมหานคร,72190,TH,True
ADR0000820,CUS0000690,Registered,8/7 ถ.วิลาสินี,นครศรีธรรมราช,ระยอง,66960,TH,True
ADR0000821,CUS0000691,Registered,94 ถนนธูปะวิโรจน์,พระนครศรีอยุธยา,ภูเก็ต,32680,TH,True
ADR0000822,CUS0000691,Mailing,73 หมู่ 3 ถนนติณรัตน์,ตรัง,พิษณุโลก,98160,TH,False
ADR0000823,CUS0000692,Registered,7/3 ถนนขุนดำ,ยะลา,สุราษฎร์ธานี,74010,TH,True
ADR0000824,CUS0000693,Registered,1 ถนนประจันตะเสน,แหลมฉบัง,สุราษฎร์ธานี,97270,TH,True
ADR0000825,CUS0000694,Registered,78 หมู่ 3 ถนนหอมพิกุล,ขอนแก่น,ลำปาง,78180,TH,True
ADR0000826,CUS0000695,Registered,1 ถ.ตัณสถิตย์,ลาดพร้าว,กรุงเทพมหานคร,57540,TH,True
ADR0000827,CUS0000696,Registered,03/3 ถ.นาควงษ์,พัทยา,ลำปาง,49990,TH,True
ADR0000828,CUS0000697,Registered,78/2 ถนนบุญญาภิรมย์,ยะลา,สงขลา,46690,TH,True
ADR0000829,CUS0000698,Registered,50 ถ.นิระหานี,บางกะปิ,กรุงเทพมหานคร,94730,TH,True
ADR0000830,CUS0000699,Registered,7 ถนนถนัดหัตถกรรม,รังสิต,สมุทรสาคร,70680,TH,True
ADR0000831,CUS0000700,Registered,01 หมู่ 19 ถนนเมืองสุข,ลำปาง,สมุทรปราการ,95140,TH,True
ADR0000832,CUS0000701,Registered,33/11 ถนนยะผา,เชียงใหม่,ระยอง,64900,TH,True
ADR0000833,CUS0000702,Registered,63/2 ถนนฉัพพรรณธนกูร,สมุทรสาคร,พิษณุโลก,77110,TH,True
ADR0000834,CUS0000703,Registered,68/4 ถ.ตันตราจิณ,ลาดพร้าว,กรุงเทพมหานคร,53580,TH,True
ADR0000835,CUS0000704,Registered,89/3 ถ.สันตะวงศ์,กรุงเทพมหานคร,ระยอง,21760,TH,True
ADR0000836,CUS0000705,Registered,970/79 ถนนถาวรรัตน,ประเวศ,กรุงเทพมหานคร,10220,TH,True
ADR0000837,CUS0000706,Registered,06/67 ถ.ธรรมเมธา,อุดรธานี,นครราชสีมา,99040,TH,True
ADR0000838,CUS0000707,Registered,10 ถนนถนัดพิมพการ,เจ้าพระยาสุรศักดิ์,สมุทรปราการ,75350,TH,True
ADR0000839,CUS0000707,Mailing,954/7 ถนนวิลาสินี,สวนหลวง,กรุงเทพมหานคร,50370,TH,False
ADR0000840,CUS0000708,Registered,1/4 ถนนไทไชโย,แม่สอด,ระยอง,11100,TH,True
ADR0000841,CUS0000709,Registered,7 ถ.ตั้งรบ,ยะลา,เชียงราย,47640,TH,True
ADR0000842,CUS0000710,Registered,9 ถ.แถมธน,ปากเกร็ด,ลำปาง,54830,TH,True
ADR0000843,CUS0000711,Registered,7/3 ถนนเขียวขุ้ย,สงขลา,อุบลราชธานี,48820,TH,True
ADR0000844,CUS0000712,Registered,474/0 ถนนดำริห์ชอบ,พัทยา,ปทุมธานี,90790,TH,True
ADR0000845,CUS0000712,Mailing,301/9 ถ.นิษประปัญจ์,เชียงใหม่,นครปฐม,53810,TH,False
ADR0000846,CUS0000713,Registered,5 ซ.ธนูปกรณ์,เจ้าพระยาสุรศักดิ์,สงขลา,18590,TH,True
ADR0000847,CUS0000713,Mailing,087 ถนนนิละทัต,นครสวรรค์,ชลบุรี,10670,TH,False
ADR0000848,CUS0000714,Registered,574/9 ถ.นรวิทย์โชติกุล,นครปฐม,นครราชสีมา,65060,TH,True
ADR0000849,CUS0000715,Registered,447/5 ถนนวาทา,ลำปาง,เชียงราย,92110,TH,True
ADR0000850,CUS0000716,Registered,748 ถนนเพียยา,หาดใหญ่,สมุทรสาคร,87110,TH,True
ADR0000851,CUS0000717,Registered,544/04 ถ.นิระหานี,นครสวรรค์,อุดรธานี,74740,TH,True
ADR0000852,CUS0000718,Registered,9/3 ถ.ปานสุวรรณ,อุดรธานี,อุดรธานี,22050,TH,True
ADR0000853,CUS0000719,Registered,49/3 ถนนสังข์กรด,รังสิต,นครราชสีมา,71930,TH,True
ADR0000854,CUS0000720,Registered,3 ถนนถนัดกลึง,นครสวรรค์,นนทบุรี,55350,TH,True
ADR0000855,CUS0000721,Registered,96/37 ถนนบุญส่ง,นครสวรรค์,ภูเก็ต,37360,TH,True
ADR0000856,CUS0000721,Mailing,901/21 ถ.นาถะพินธุ,พิษณุโลก,สงขลา,65570,TH,False
ADR0000857,CUS0000722,Registered,9/8 ถนนทองลาภ,เชียงใหม่,ชลบุรี,31710,TH,True
ADR0000858,CUS0000723,Registered,79 ถนนดาบเงิน,ประเวศ,กรุงเทพมหานคร,51410,TH,True
ADR0000859,CUS0000723,Mailing,522/09 ถ.ยางสวย,พัทยา,นครปฐม,34820,TH,False
ADR0000860,CUS0000724,Registered,38 ถนนนิลเสนา,สาทร,กรุงเทพมหานคร,63340,TH,True
ADR0000861,CUS0000725,Registered,99 หมู่ 95 ถ.ชุมวระ,นครสวรรค์,พระนครศรีอยุธยา,73950,TH,True
ADR0000862,CUS0000726,Registered,1 ถ.ถมปัด,แหลมฉบัง,สมุทรสาคร,24100,TH,True
ADR0000863,CUS0000727,Registered,18 หมู่ 10 ซอยถาวระวรณ์,จตุจักร,กรุงเทพมหานคร,29250,TH,True
ADR0000864,CUS0000728,Registered,306 ถ.ถนัดอาวุธ,บางกะปิ,กรุงเทพมหานคร,94210,TH,True
ADR0000865,CUS0000729,Registered,2 ซอยถนัดการยนต์,พัทยา,สมุทรปราการ,87070,TH,True
ADR0000866,CUS0000730,Registered,89 ถ.ตะละภัฏ,สาทร,กรุงเทพมหานคร,96830,TH,True
ADR0000867,CUS0000731,Registered,3 ถ.บินดี,อุดรธานี,อุดรธานี,54980,TH,True
ADR0000868,CUS0000732,Registered,3 ซ.แถมธน,ลำปาง,นนทบุรี,15680,TH,True
ADR0000869,CUS0000733,Registered,564/7 ถนนถนัดอาวุธ,จตุจักร,กรุงเทพมหานคร,22600,TH,True
ADR0000870,CUS0000733,Mailing,05 หมู่ 6 ถ.เพียยา,ภาษีเจริญ,กรุงเทพมหานคร,34980,TH,False
ADR0000871,CUS0000734,Registered,95 หมู่ 2 ถ.นะวะมันดร,ปากเกร็ด,สมุทรปราการ,35500,TH,True
ADR0000872,CUS0000734,Mailing,010/7 ถนนทองลาภ,รังสิต,พิษณุโลก,40720,TH,False
ADR0000873,CUS0000735,Registered,9/6 ถนนดาวกระจาย,ขอนแก่น,ภูเก็ต,12100,TH,True
ADR0000874,CUS0000736,Registered,89/3 ถนนนพคเชนทร์,พิษณุโลก,เชียงราย,61040,TH,True
ADR0000875,CUS0000737,Registered,27 หมู่ 18 ถนนทรงโกมล,บางกะปิ,กรุงเทพมหานคร,22400,TH,True
ADR0000876,CUS0000738,Registered,503/98 ถนนดวงทับทิม,ยะลา,ระยอง,60660,TH,True
ADR0000877,CUS0000739,Registered,3 ถนนถมปัด,จตุจักร,กรุงเทพมหานคร,75700,TH,True
ADR0000878,CUS0000739,Mailing,84 หมู่ 6 ถนนนิยมธรรม,ลาดพร้าว,กรุงเทพมหานคร,43620,TH,False
ADR0000879,CUS0000740,Registered,90/6 ถ.บุตดา,สกลนคร,ขอนแก่น,11560,TH,True
ADR0000880,CUS0000741,Registered,58 หมู่ 58 ถ.นวลเพ็ง,ลำปาง,พระนครศรีอยุธยา,68910,TH,True
ADR0000881,CUS0000741,Mailing,7 ถนนทรัพย์ธำรงค์,สกลนคร,สมุทรปราการ,66620,TH,False
ADR0000882,CUS0000742,Registered,595 ถ.นิลสลัว,สงขลา,อุบลราชธานี,69010,TH,True
ADR0000883,CUS0000742,Mailing,21/72 ถ.ศรทอง,คลองเตย,กรุงเทพมหานคร,54810,TH,False
ADR0000884,CUS0000743,Registered,65 หมู่ 6 ถนนนิยมธรรม,พิษณุโลก,ลำปาง,96580,TH,True
ADR0000885,CUS0000744,Registered,19/6 ซอยเดชคุ้ม,นครปฐม,อุดรธานี,61250,TH,True
ADR0000886,CUS0000745,Registered,81 หมู่ 07 ถ.ศิวะวรเวท,เชียงราย,ชลบุรี,70830,TH,True
ADR0000887,CUS0000745,Mailing,581/8 ถ.บุญญาไลย์,รังสิต,พิษณุโลก,74350,TH,False
ADR0000888,CUS0000746,Registered,128/42 ถนนน้ำทิพย์,นครปฐม,นครราชสีมา,45630,TH,True
ADR0000889,CUS0000747,Registered,60/5 ถนนทรงโกมล,หาดใหญ่,ขอนแก่น,56660,TH,True
ADR0000890,CUS0000748,Registered,252/7 ถ.แนวพนิช,พระนครศรีอยุธยา,นครปฐม,69760,TH,True
ADR0000891,CUS0000749,Registered,38 หมู่ 52 ถนนไสยกิจ,สาทร,กรุงเทพมหานคร,41080,TH,True
ADR0000892,CUS0000750,Registered,63 ถนนนากกนก,เชียงราย,อุดรธานี,83360,TH,True
ADR0000893,CUS0000751,Registered,70/5 ถ.บินดี,เกาะสมุย,พิษณุโลก,11210,TH,True
ADR0000894,CUS0000752,Registered,836/6 ถนนสันตะวงศ์,อ้อมน้อย,นครปฐม,53900,TH,True
ADR0000895,CUS0000753,Registered,0 ถนนสงประเสริฐ,สมุทรสาคร,ปทุมธานี,23070,TH,True
ADR0000896,CUS0000754,Registered,356 ถนนทำประดู่,นครสวรรค์,ระยอง,57450,TH,True
ADR0000897,CUS0000755,Registered,43/7 ถนนเตชะกำพุ,แม่สอด,สงขลา,16090,TH,True
ADR0000898,CUS0000755,Mailing,16/2 ถนนขำเอนก,พัทยา,นครราชสีมา,32970,TH,False
ADR0000899,CUS0000756,Registered,14 ถนนศรีวงค์,ดอนเมือง,กรุงเทพมหานคร,63000,TH,True
ADR0000900,CUS0000757,Registered,3/5 ถนนแต้กุล,สวนหลวง,กรุงเทพมหานคร,72140,TH,True
ADR0000901,CUS0000758,Registered,225/57 ถ.ชำนาญวาด,ตรัง,นนทบุรี,15950,TH,True
ADR0000902,CUS0000759,Registered,5 ถ.ถิรสวัสดิ์,เกาะสมุย,สงขลา,52830,TH,True
ADR0000903,CUS0000760,Registered,41/45 ถ.ศรีอุ่น,ดินแดง,กรุงเทพมหานคร,66440,TH,True
ADR0000904,CUS0000761,Registered,84/8 ถ.ซูสารอ,เกาะสมุย,ชลบุรี,34790,TH,True
ADR0000905,CUS0000762,Registered,7 ถนนตระกูลไม้เรียง,นครศรีธรรมราช,พิษณุโลก,55590,TH,True
ADR0000906,CUS0000763,Registered,70/6 ถนนถนัดเดินข่าว,ภาษีเจริญ,กรุงเทพมหานคร,48490,TH,True
ADR0000907,CUS0000764,Registered,96/6 ถ.ตันเผ่า,อ้อมน้อย,พระนครศรีอยุธยา,36830,TH,True
