card_id,card_number_masked,customer_id,product_id,linked_account_id,card_type,issue_date,expiry_date,credit_limit_thb,current_outstanding_thb,status
CRD0001894,5276-XXXX-XXXX-7708,CUS0006458,PRD-CC02,,Credit,2023-08-30,2028-02-16,451519.58,195983.45,Active
CRD0001895,5637-XXXX-XXXX-3699,CUS0001259,PRD-CC04,,Credit,2023-09-17,2027-11-20,1462460.53,110639.58,Active
CRD0001896,4382-XXXX-XXXX-7360,CUS0006001,PRD-CC03,,Credit,2023-08-05,2029-02-10,402929.74,174524.73,Active
CRD0001897,5908-XXXX-XXXX-2589,CUS0007732,PRD-DC01,ACC00002279,Debit,2020-03-31,2027-07-19,0.0,0.0,Active
CRD0001898,4728-XXXX-XXXX-9298,CUS0005115,PRD-CC04,,Credit,2020-03-26,2030-06-05,1410509.49,137136.66,Active
CRD0001899,4822-XXXX-XXXX-7161,CUS0008549,PRD-CC03,,Credit,2022-02-16,2027-04-21,700892.86,25500.01,Active
CRD0001900,4347-XXXX-XXXX-5326,CUS0007271,PRD-DC02,ACC00007877,Debit,2025-01-11,2026-05-03,0.0,0.0,Active
CRD0001901,5397-XXXX-XXXX-1202,CUS0006209,PRD-CC02,,Credit,2022-02-25,2028-12-29,97524.88,11009.25,Active
CRD0001902,5974-XXXX-XXXX-5476,CUS0007125,PRD-DC02,ACC00011289,Debit,2025-07-16,2030-08-13,0.0,0.0,Active
CRD0001903,5771-XXXX-XXXX-3440,CUS0004556,PRD-DC02,ACC00005045,Debit,2025-12-18,2028-07-25,0.0,0.0,Active
CRD0001904,5335-XXXX-XXXX-5219,CUS0004617,PRD-CC04,,Credit,2025-11-24,2028-06-10,1043245.35,12160.28,Blocked
CRD0001905,5882-XXXX-XXXX-6823,CUS0006268,PRD-CC02,,Credit,2021-04-19,2028-12-29,39108.05,44957.06,Active
CRD0001906,4482-XXXX-XXXX-5754,CUS0009787,PRD-CC01,,Credit,2024-11-15,2029-10-08,231251.76,81434.11,Active
CRD0001907,5582-XXXX-XXXX-7057,CUS0009194,PRD-DC02,,Debit,2021-07-25,2029-08-23,0.0,0.0,Active
CRD0001908,4971-XXXX-XXXX-9127,CUS0004128,PRD-CC04,,Credit,2025-08-03,2028-11-24,1190772.24,2275.54,Active
CRD0001909,4663-XXXX-XXXX-1774,CUS0002663,PRD-CC04,,Credit,2022-05-22,2030-01-22,955808.67,26522.55,Active
CRD0001910,5595-XXXX-XXXX-9241,CUS0008982,PRD-CC03,,Credit,2021-05-04,2027-10-22,984004.59,69984.25,Blocked
CRD0001911,5308-XXXX-XXXX-9981,CUS0001859,PRD-CC02,,Credit,2021-09-22,2029-12-03,736316.17,149058.24,Active
CRD0001912,4703-XXXX-XXXX-9342,CUS0002002,PRD-CC02,,Credit,2024-09-07,2030-11-17,1276269.85,101758.04,Active
CRD0001913,5955-XXXX-XXXX-4283,CUS0005989,PRD-CC03,,Credit,2022-04-28,2027-10-05,128841.06,14601.11,Active
CRD0001914,5312-XXXX-XXXX-5625,CUS0008379,PRD-CC03,,Credit,2023-06-02,2028-03-22,1178556.49,99498.18,Blocked
CRD0001915,4474-XXXX-XXXX-4747,CUS0004560,PRD-DC01,ACC00007069,Debit,2023-06-02,2028-10-08,0.0,0.0,Active
CRD0001916,5345-XXXX-XXXX-6876,CUS0000384,PRD-DC02,ACC00011961,Debit,2024-03-09,2026-11-04,0.0,0.0,Active
CRD0001917,5641-XXXX-XXXX-5243,CUS0007095,PRD-CC02,,Credit,2023-06-10,2026-09-04,514525.59,41651.37,Active
CRD0001918,4210-XXXX-XXXX-9622,CUS0000126,PRD-CC04,,Credit,2025-03-16,2027-03-16,1120682.48,26745.02,Active
CRD0001919,4999-XXXX-XXXX-8174,CUS0000423,PRD-DC01,,Debit,2024-03-19,2029-01-18,0.0,0.0,Active
CRD0001920,4626-XXXX-XXXX-6481,CUS0003052,PRD-DC01,ACC00012795,Debit,2025-03-21,2026-10-29,0.0,0.0,Active
CRD0001921,4990-XXXX-XXXX-3909,CUS0000685,PRD-DC02,ACC00008453,Debit,2023-03-13,2027-03-30,0.0,0.0,Blocked
CRD0001922,5441-XXXX-XXXX-4011,CUS0003002,PRD-CC02,,Credit,2025-04-29,2027-02-06,1416681.88,23085.29,Active
CRD0001923,5228-XXXX-XXXX-1400,CUS0004928,PRD-CC02,,Credit,2022-11-08,2028-06-02,921697.22,190360.64,Active
CRD0001924,4347-XXXX-XXXX-9670,CUS0003823,PRD-CC04,,Credit,2023-08-05,2026-08-25,871160.96,167307.93,Active
CRD0001925,4363-XXXX-XXXX-7456,CUS0005364,PRD-DC01,ACC00015100,Debit,2021-10-02,2029-09-19,0.0,0.0,Active
CRD0001926,4825-XXXX-XXXX-4831,CUS0001085,PRD-CC02,,Credit,2024-05-06,2027-10-19,1177632.4,151015.33,Active
CRD0001927,5466-XXXX-XXXX-1402,CUS0001923,PRD-CC04,,Credit,2023-09-30,2030-05-06,971655.41,125673.47,Active
CRD0001928,4275-XXXX-XXXX-9926,CUS0009646,PRD-DC01,ACC00016644,Debit,2026-01-06,2029-03-23,0.0,0.0,Blocked
CRD0001929,4316-XXXX-XXXX-3124,CUS0006371,PRD-DC01,ACC00000170,Debit,2023-09-04,2027-10-01,0.0,0.0,Active
CRD0001930,5662-XXXX-XXXX-5279,CUS0007676,PRD-DC02,ACC00004292,Debit,2025-09-12,2028-05-15,0.0,0.0,Active
CRD0001931,4780-XXXX-XXXX-1461,CUS0000979,PRD-CC02,,Credit,2021-05-16,2030-09-20,389864.12,109329.69,Active
CRD0001932,5386-XXXX-XXXX-2963,CUS0004770,PRD-CC01,,Credit,2024-08-24,2027-08-27,820606.8,7040.61,Active
CRD0001933,5860-XXXX-XXXX-9633,CUS0007254,PRD-CC02,,Credit,2021-11-08,2030-09-29,145363.2,173681.39,Active
CRD0001934,5948-XXXX-XXXX-3405,CUS0005828,PRD-CC03,,Credit,2022-08-30,2027-02-04,1140346.49,71055.28,Active
CRD0001935,5147-XXXX-XXXX-3754,CUS0005667,PRD-CC01,,Credit,2020-08-09,2030-01-12,71258.99,171177.57,Active
CRD0001936,4378-XXXX-XXXX-8556,CUS0007142,PRD-DC01,,Debit,2025-03-11,2028-08-02,0.0,0.0,Active
CRD0001937,4672-XXXX-XXXX-1869,CUS0004133,PRD-DC01,ACC00011536,Debit,2024-12-07,2028-02-14,0.0,0.0,Blocked
CRD0001938,5601-XXXX-XXXX-7903,CUS0002776,PRD-CC01,,Credit,2025-03-11,2029-05-04,34938.7,90563.72,Active
CRD0001939,5436-XXXX-XXXX-8199,CUS0008855,PRD-DC02,ACC00011394,Debit,2020-10-31,2029-05-26,0.0,0.0,Active
CRD0001940,5176-XXXX-XXXX-7351,CUS0008173,PRD-CC02,,Credit,2020-01-13,2030-09-25,1004079.28,132235.63,Active
CRD0001941,5960-XXXX-XXXX-8630,CUS0001127,PRD-DC01,ACC00005416,Debit,2022-08-18,2028-08-11,0.0,0.0,Active
CRD0001942,4349-XXXX-XXXX-2410,CUS0005238,PRD-CC04,,Credit,2021-12-14,2027-06-07,1333081.67,181282.59,Active
CRD0001943,5331-XXXX-XXXX-7163,CUS0003637,PRD-CC03,,Credit,2020-09-18,2030-09-27,1252696.74,74726.47,Active
CRD0001944,5601-XXXX-XXXX-8696,CUS0008180,PRD-DC02,,Debit,2022-05-26,2026-10-01,0.0,0.0,Active
CRD0001945,4575-XXXX-XXXX-3846,CUS0006956,PRD-CC02,,Credit,2025-06-24,2027-04-25,661147.32,15335.92,Active
CRD0001946,5271-XXXX-XXXX-3716,CUS0002790,PRD-CC03,,Credit,2024-08-04,2029-09-27,499839.94,72791.05,Active
CRD0001947,5466-XXXX-XXXX-9855,CUS0004454,PRD-DC02,,Debit,2025-08-31,2026-09-23,0.0,0.0,Active
CRD0001948,4699-XXXX-XXXX-9484,CUS0001472,PRD-DC01,ACC00014114,Debit,2026-04-11,2026-08-10,0.0,0.0,Active
CRD0001949,4313-XXXX-XXXX-5616,CUS0006894,PRD-CC01,,Credit,2021-08-09,2029-09-07,1414641.31,103401.56,Active
CRD0001950,4216-XXXX-XXXX-1768,CUS0005148,PRD-CC03,,Credit,2024-11-02,2028-10-13,636726.49,154640.92,Expired
CRD0001951,5939-XXXX-XXXX-7213,CUS0002847,PRD-CC03,,Credit,2021-02-28,2030-09-23,1104936.01,119441.47,Active
CRD0001952,4718-XXXX-XXXX-2357,CUS0001204,PRD-CC02,,Credit,2023-07-27,2029-10-01,1117836.35,114875.21,Active
CRD0001953,4172-XXXX-XXXX-1250,CUS0008705,PRD-CC03,,Credit,2025-09-21,2029-10-09,884926.0,192861.53,Active
CRD0001954,5377-XXXX-XXXX-5797,CUS0004378,PRD-CC03,,Credit,2020-11-29,2029-08-18,804523.98,186742.16,Active
CRD0001955,4108-XXXX-XXXX-7945,CUS0005712,PRD-DC02,ACC00016992,Debit,2026-02-17,2026-07-21,0.0,0.0,Active
CRD0001956,4855-XXXX-XXXX-4359,CUS0003485,PRD-CC01,,Credit,2024-09-10,2026-06-24,1059626.73,72851.61,Blocked
CRD0001957,5481-XXXX-XXXX-8455,CUS0003885,PRD-CC04,,Credit,2024-06-10,2026-11-26,662270.78,151217.15,Active
CRD0001958,4105-XXXX-XXXX-7046,CUS0005289,PRD-DC01,,Debit,2024-07-07,2030-10-12,0.0,0.0,Active
CRD0001959,4460-XXXX-XXXX-1070,CUS0003048,PRD-CC03,,Credit,2023-10-27,2030-01-15,884225.5,9204.88,Active
CRD0001960,5103-XXXX-XXXX-1930,CUS0000900,PRD-DC01,,Debit,2025-07-15,2028-04-19,0.0,0.0,Active
CRD0001961,5226-XXXX-XXXX-6317,CUS0008757,PRD-DC01,,Debit,2024-02-07,2026-08-16,0.0,0.0,Active
CRD0001962,5237-XXXX-XXXX-1505,CUS0000956,PRD-DC01,ACC00002360,Debit,2020-08-13,2026-07-30,0.0,0.0,Active
CRD0001963,4931-XXXX-XXXX-3762,CUS0008961,PRD-CC04,,Credit,2021-04-09,2028-03-28,1223953.09,80683.94,Active
CRD0001964,5555-XXXX-XXXX-7659,CUS0008386,PRD-DC02,ACC00006678,Debit,2024-12-31,2028-06-05,0.0,0.0,Active
CRD0001965,5155-XXXX-XXXX-7273,CUS0009566,PRD-DC01,,Debit,2020-01-17,2028-06-24,0.0,0.0,Active
CRD0001966,5861-XXXX-XXXX-1282,CUS0004416,PRD-DC02,ACC00004550,Debit,2021-04-14,2027-02-23,0.0,0.0,Active
CRD0001967,4632-XXXX-XXXX-6951,CUS0000834,PRD-CC02,,Credit,2021-01-14,2026-05-27,510337.87,35853.37,Active
CRD0001968,4798-XXXX-XXXX-3944,CUS0002501,PRD-DC02,ACC00012285,Debit,2023-02-01,2028-12-28,0.0,0.0,Active
CRD0001969,5663-XXXX-XXXX-4643,CUS0009932,PRD-CC01,,Credit,2021-01-06,2027-04-08,844942.94,94435.97,Active
CRD0001970,4868-XXXX-XXXX-3908,CUS0006420,PRD-CC01,,Credit,2023-06-17,2028-10-22,413862.77,167763.57,Active
CRD0001971,4289-XXXX-XXXX-3556,CUS0005353,PRD-CC01,,Credit,2020-07-02,2030-02-21,1075742.97,135305.7,Blocked
CRD0001972,4726-XXXX-XXXX-6557,CUS0006236,PRD-DC01,ACC00009180,Debit,2020-09-13,2027-05-12,0.0,0.0,Active
CRD0001973,5995-XXXX-XXXX-7256,CUS0005718,PRD-DC01,,Debit,2023-04-11,2028-01-08,0.0,0.0,Active
CRD0001974,4541-XXXX-XXXX-5243,CUS0001466,PRD-CC04,,Credit,2023-03-09,2027-01-10,1137829.31,37509.79,Active
CRD0001975,5135-XXXX-XXXX-8902,CUS0006271,PRD-CC01,,Credit,2026-03-12,2030-03-24,786261.97,128971.19,Active
CRD0001976,5452-XXXX-XXXX-8879,CUS0009290,PRD-DC01,ACC00016405,Debit,2022-11-05,2030-09-25,0.0,0.0,Active
CRD0001977,5938-XXXX-XXXX-5425,CUS0002516,PRD-DC01,ACC00016567,Debit,2020-02-19,2027-06-21,0.0,0.0,Active
CRD0001978,5929-XXXX-XXXX-5120,CUS0005976,PRD-DC02,ACC00017148,Debit,2022-08-14,2030-10-24,0.0,0.0,Active
CRD0001979,4935-XXXX-XXXX-2835,CUS0002540,PRD-CC04,,Credit,2022-01-16,2030-06-17,793700.37,119804.5,Active
CRD0001980,4326-XXXX-XXXX-2648,CUS0002855,PRD-CC02,,Credit,2025-02-26,2026-12-08,1180877.44,117823.61,Expired
CRD0001981,4771-XXXX-XXXX-4170,CUS0008485,PRD-CC01,,Credit,2023-05-06,2027-01-20,363406.68,49089.72,Active
CRD0001982,5659-XXXX-XXXX-6089,CUS0008107,PRD-CC03,,Credit,2020-08-07,2029-06-15,1117975.01,142235.87,Active
CRD0001983,5129-XXXX-XXXX-8823,CUS0002931,PRD-CC02,,Credit,2021-04-26,2029-04-23,882619.08,173764.58,Active
CRD0001984,4919-XXXX-XXXX-1569,CUS0006064,PRD-CC01,,Credit,2020-04-17,2030-09-02,1047115.57,65121.48,Active
CRD0001985,4472-XXXX-XXXX-7668,CUS0000986,PRD-DC02,ACC00012689,Debit,2023-06-05,2027-05-01,0.0,0.0,Active
CRD0001986,4416-XXXX-XXXX-9896,CUS0004848,PRD-CC02,,Credit,2020-10-24,2028-04-10,578052.26,191381.34,Active
CRD0001987,4942-XXXX-XXXX-3266,CUS0004160,PRD-DC02,ACC00003343,Debit,2021-12-08,2027-10-14,0.0,0.0,Active
CRD0001988,4546-XXXX-XXXX-5161,CUS0007917,PRD-DC01,ACC00011978,Debit,2024-02-15,2027-04-10,0.0,0.0,Active
CRD0001989,5438-XXXX-XXXX-2152,CUS0008754,PRD-DC02,,Debit,2020-10-04,2029-02-27,0.0,0.0,Active
CRD0001990,5123-XXXX-XXXX-5040,CUS0003337,PRD-CC04,,Credit,2022-03-23,2026-10-12,218544.11,54796.84,Active
CRD0001991,5870-XXXX-XXXX-8365,CUS0001349,PRD-DC02,ACC00006182,Debit,2025-08-10,2026-09-23,0.0,0.0,Blocked
CRD0001992,5679-XXXX-XXXX-9661,CUS0008259,PRD-DC02,ACC00017419,Debit,2022-09-17,2026-12-24,0.0,0.0,Active
CRD0001993,4420-XXXX-XXXX-4406,CUS0004796,PRD-CC02,,Credit,2020-09-05,2028-01-29,1449354.02,85756.49,Active
CRD0001994,5161-XXXX-XXXX-2660,CUS0001492,PRD-CC01,,Credit,2021-08-29,2027-07-25,434222.11,115673.81,Active
CRD0001995,4678-XXXX-XXXX-1512,CUS0008633,PRD-DC01,ACC00006853,Debit,2026-03-24,2026-10-27,0.0,0.0,Active
CRD0001996,5824-XXXX-XXXX-1079,CUS0000990,PRD-DC02,ACC00017436,Debit,2024-06-14,2027-07-18,0.0,0.0,Active
CRD0001997,5368-XXXX-XXXX-3179,CUS0000804,PRD-DC01,,Debit,2020-08-25,2028-12-03,0.0,0.0,Active
CRD0001998,5432-XXXX-XXXX-4236,CUS0000228,PRD-CC02,,Credit,2022-01-31,2029-12-28,349842.29,75106.37,Active
CRD0001999,4281-XXXX-XXXX-7509,CUS0002912,PRD-DC01,ACC00001828,Debit,2021-06-10,2029-02-02,0.0,0.0,Active
CRD0002000,4477-XXXX-XXXX-5903,CUS0004997,PRD-CC02,,Credit,2020-09-10,2026-10-25,704913.23,164409.83,Active
CRD0002001,5560-XXXX-XXXX-5379,CUS0001017,PRD-CC03,,Credit,2023-02-17,2030-04-30,783600.09,945.24,Active
CRD0002002,5864-XXXX-XXXX-8116,CUS0008062,PRD-DC02,,Debit,2023-08-19,2028-05-23,0.0,0.0,Expired
CRD0002003,4805-XXXX-XXXX-7056,CUS0004428,PRD-CC02,,Credit,2025-01-31,2030-03-07,304289.6,161071.8,Active
CRD0002004,4152-XXXX-XXXX-4485,CUS0005894,PRD-CC02,,Credit,2024-12-25,2028-05-12,994220.34,12683.31,Active
CRD0002005,4981-XXXX-XXXX-1383,CUS0004656,PRD-DC02,ACC00006507,Debit,2023-01-05,2028-03-02,0.0,0.0,Blocked
CRD0002006,5930-XXXX-XXXX-9391,CUS0008154,PRD-CC01,,Credit,2022-03-31,2029-01-11,718487.2,172700.55,Active
CRD0002007,5344-XXXX-XXXX-6597,CUS0005620,PRD-CC04,,Credit,2025-05-21,2027-05-14,1328301.27,119242.11,Active
CRD0002008,4353-XXXX-XXXX-5132,CUS0007857,PRD-DC02,ACC00006140,Debit,2025-01-23,2029-06-21,0.0,0.0,Active
CRD0002009,4626-XXXX-XXXX-8019,CUS0002770,PRD-CC04,,Credit,2020-06-06,2029-07-12,1440039.97,37758.51,Active
CRD0002010,5156-XXXX-XXXX-8735,CUS0008382,PRD-DC01,,Debit,2022-12-24,2027-02-21,0.0,0.0,Active
CRD0002011,5152-XXXX-XXXX-5903,CUS0000844,PRD-CC01,,Credit,2021-05-02,2028-04-15,790838.09,188380.26,Active
CRD0002012,4812-XXXX-XXXX-7471,CUS0009135,PRD-CC04,,Credit,2024-05-06,2027-05-03,171127.82,11525.61,Active
CRD0002013,5821-XXXX-XXXX-6335,CUS0004824,PRD-DC02,,Debit,2023-07-29,2028-01-06,0.0,0.0,Active
CRD0002014,5394-XXXX-XXXX-7857,CUS0009718,PRD-CC03,,Credit,2024-08-17,2028-07-12,399497.44,112691.76,Active
CRD0002015,5585-XXXX-XXXX-3006,CUS0003769,PRD-CC04,,Credit,2021-03-23,2026-07-05,1108036.02,57190.45,Active
CRD0002016,5139-XXXX-XXXX-8963,CUS0000315,PRD-CC01,,Credit,2025-08-09,2027-11-19,1268672.45,4988.16,Active
CRD0002017,5373-XXXX-XXXX-2945,CUS0009050,PRD-CC03,,Credit,2021-06-25,2030-10-03,69576.3,171829.91,Blocked
CRD0002018,4433-XXXX-XXXX-4272,CUS0007323,PRD-DC02,ACC00004773,Debit,2025-03-25,2029-08-20,0.0,0.0,Active
CRD0002019,5878-XXXX-XXXX-3832,CUS0001988,PRD-CC04,,Credit,2020-01-20,2029-06-19,225517.41,61377.31,Active
CRD0002020,4930-XXXX-XXXX-1923,CUS0001714,PRD-CC04,,Credit,2022-07-31,2030-05-31,555777.78,93556.16,Active
CRD0002021,5247-XXXX-XXXX-3718,CUS0006953,PRD-DC02,ACC00007184,Debit,2021-07-28,2026-10-09,0.0,0.0,Active
CRD0002022,4608-XXXX-XXXX-2000,CUS0004026,PRD-CC02,,Credit,2025-09-18,2026-11-05,517673.18,158191.18,Active
CRD0002023,4101-XXXX-XXXX-6400,CUS0000947,PRD-DC02,ACC00002124,Debit,2021-09-12,2030-08-26,0.0,0.0,Active
CRD0002024,5815-XXXX-XXXX-4047,CUS0007824,PRD-DC01,ACC00013044,Debit,2021-03-08,2028-10-28,0.0,0.0,Active
CRD0002025,5166-XXXX-XXXX-1256,CUS0002513,PRD-DC02,ACC00015708,Debit,2023-05-14,2027-09-24,0.0,0.0,Active
CRD0002026,4604-XXXX-XXXX-7817,CUS0007337,PRD-DC01,ACC00014415,Debit,2022-05-12,2029-04-18,0.0,0.0,Active
CRD0002027,4445-XXXX-XXXX-6354,CUS0004960,PRD-CC03,,Credit,2021-10-23,2028-04-27,511348.7,64313.45,Active
CRD0002028,4650-XXXX-XXXX-8335,CUS0009218,PRD-CC02,,Credit,2024-10-11,2030-11-27,249597.91,153891.74,Active
CRD0002029,4932-XXXX-XXXX-9699,CUS0000012,PRD-DC01,ACC00003584,Debit,2023-03-24,2029-08-11,0.0,0.0,Active
CRD0002030,5581-XXXX-XXXX-9130,CUS0008875,PRD-DC02,ACC00014218,Debit,2020-04-14,2029-08-11,0.0,0.0,Active
CRD0002031,4564-XXXX-XXXX-8122,CUS0005654,PRD-CC01,,Credit,2023-01-12,2027-09-12,262216.0,166.23,Active
CRD0002032,4154-XXXX-XXXX-2883,CUS0002310,PRD-CC02,,Credit,2025-12-31,2026-07-14,431135.08,43653.17,Active
CRD0002033,4741-XXXX-XXXX-2982,CUS0009648,PRD-CC01,,Credit,2022-08-12,2027-06-11,792627.09,114427.41,Active
CRD0002034,5454-XXXX-XXXX-9808,CUS0006433,PRD-CC02,,Credit,2025-06-05,2030-11-23,358792.39,185513.06,Active
CRD0002035,5792-XXXX-XXXX-2366,CUS0000350,PRD-CC04,,Credit,2020-03-29,2028-12-26,884872.17,19872.92,Active
CRD0002036,5869-XXXX-XXXX-4893,CUS0003290,PRD-CC03,,Credit,2023-07-17,2029-08-31,526421.1,87559.72,Active
CRD0002037,5903-XXXX-XXXX-4692,CUS0000487,PRD-DC02,ACC00006401,Debit,2020-05-18,2028-01-27,0.0,0.0,Active
CRD0002038,5603-XXXX-XXXX-1662,CUS0003484,PRD-CC02,,Credit,2023-02-14,2027-07-27,306661.85,118690.94,Active
CRD0002039,5455-XXXX-XXXX-9296,CUS0003971,PRD-CC02,,Credit,2023-06-06,2029-02-15,48570.38,86196.51,Active
CRD0002040,4267-XXXX-XXXX-5867,CUS0009112,PRD-DC01,,Debit,2023-11-04,2029-08-17,0.0,0.0,Active
CRD0002041,4548-XXXX-XXXX-5500,CUS0006143,PRD-CC02,,Credit,2021-08-25,2026-12-13,879861.17,137378.82,Active
CRD0002042,4959-XXXX-XXXX-6463,CUS0008455,PRD-CC04,,Credit,2023-02-10,2027-12-15,403173.74,156839.85,Active
CRD0002043,4722-XXXX-XXXX-1792,CUS0007786,PRD-CC01,,Credit,2021-03-20,2029-08-14,765695.9,48034.43,Active
CRD0002044,5312-XXXX-XXXX-5034,CUS0002011,PRD-CC04,,Credit,2024-04-25,2029-09-21,1329577.24,56853.95,Active
CRD0002045,4511-XXXX-XXXX-8406,CUS0002933,PRD-CC03,,Credit,2020-09-21,2029-12-13,208523.52,97374.45,Active
CRD0002046,4485-XXXX-XXXX-2855,CUS0001170,PRD-CC04,,Credit,2022-06-30,2027-02-11,1171264.91,27368.92,Active
CRD0002047,4677-XXXX-XXXX-3809,CUS0001182,PRD-CC02,,Credit,2023-05-10,2027-09-17,1044974.59,188512.79,Active
CRD0002048,4778-XXXX-XXXX-3323,CUS0003188,PRD-CC03,,Credit,2025-05-07,2027-09-10,1278282.56,66862.02,Active
CRD0002049,4914-XXXX-XXXX-7491,CUS0007155,PRD-DC01,ACC00015964,Debit,2023-02-13,2030-02-25,0.0,0.0,Active
CRD0002050,5187-XXXX-XXXX-9098,CUS0004396,PRD-CC03,,Credit,2023-07-27,2030-09-07,760935.16,48941.98,Active
CRD0002051,5138-XXXX-XXXX-4631,CUS0003664,PRD-CC04,,Credit,2020-09-19,2028-01-14,261397.79,22091.52,Active
CRD0002052,5674-XXXX-XXXX-1348,CUS0006102,PRD-CC01,,Credit,2025-07-11,2030-03-01,192335.99,12876.6,Active
CRD0002053,5693-XXXX-XXXX-1044,CUS0009324,PRD-DC01,ACC00009169,Debit,2022-06-07,2030-05-23,0.0,0.0,Active
CRD0002054,4855-XXXX-XXXX-3824,CUS0007250,PRD-DC02,,Debit,2021-08-06,2028-02-29,0.0,0.0,Expired
CRD0002055,5424-XXXX-XXXX-1881,CUS0002351,PRD-CC03,,Credit,2022-11-02,2029-02-12,376503.66,149321.63,Active
CRD0002056,4955-XXXX-XXXX-6445,CUS0007512,PRD-CC03,,Credit,2025-06-22,2030-01-19,492138.42,129932.2,Active
CRD0002057,4904-XXXX-XXXX-5224,CUS0006926,PRD-CC01,,Credit,2022-08-21,2027-02-18,1260012.48,122181.28,Active
CRD0002058,4274-XXXX-XXXX-6361,CUS0003684,PRD-CC03,,Credit,2021-11-29,2026-05-25,765200.88,60878.03,Active
CRD0002059,5598-XXXX-XXXX-9134,CUS0008416,PRD-DC02,ACC00006404,Debit,2022-05-26,2026-07-29,0.0,0.0,Active
CRD0002060,4329-XXXX-XXXX-8776,CUS0004697,PRD-DC01,ACC00007992,Debit,2026-01-07,2027-10-13,0.0,0.0,Active
CRD0002061,5991-XXXX-XXXX-6534,CUS0003190,PRD-CC02,,Credit,2020-03-14,2026-07-31,51054.9,86714.47,Active
CRD0002062,4184-XXXX-XXXX-4551,CUS0001033,PRD-CC04,,Credit,2022-10-03,2027-06-19,1350187.64,65725.09,Active
CRD0002063,5480-XXXX-XXXX-2916,CUS0005812,PRD-CC04,,Credit,2021-05-31,2027-02-11,1010818.27,165764.56,Active
CRD0002064,4942-XXXX-XXXX-5802,CUS0002872,PRD-CC03,,Credit,2025-02-26,2030-02-24,488314.21,172015.14,Active
CRD0002065,4142-XXXX-XXXX-7855,CUS0006115,PRD-CC02,,Credit,2024-08-12,2029-05-21,1016170.16,5268.71,Active
CRD0002066,4307-XXXX-XXXX-6444,CUS0006667,PRD-CC01,,Credit,2025-10-03,2026-11-09,684916.15,42259.05,Active
CRD0002067,4243-XXXX-XXXX-4829,CUS0002362,PRD-DC02,ACC00014444,Debit,2020-04-28,2029-06-28,0.0,0.0,Active
CRD0002068,4847-XXXX-XXXX-2475,CUS0001374,PRD-CC01,,Credit,2025-08-11,2030-01-29,219505.61,17565.41,Active
CRD0002069,4380-XXXX-XXXX-6302,CUS0009344,PRD-CC03,,Credit,2021-05-31,2029-10-06,137664.59,19836.07,Active
CRD0002070,5630-XXXX-XXXX-7355,CUS0002566,PRD-CC03,,Credit,2020-12-29,2027-10-10,389240.46,8989.54,Active
CRD0002071,4496-XXXX-XXXX-6804,CUS0003981,PRD-CC03,,Credit,2024-09-30,2027-05-25,1440389.38,185931.43,Active
CRD0002072,5304-XXXX-XXXX-2537,CUS0000650,PRD-CC03,,Credit,2022-08-26,2030-05-24,687973.7,67228.94,Blocked
CRD0002073,5234-XXXX-XXXX-4295,CUS0000916,PRD-CC03,,Credit,2020-01-16,2027-03-19,223448.54,143861.9,Expired
CRD0002074,4340-XXXX-XXXX-4104,CUS0003145,PRD-CC01,,Credit,2025-01-17,2029-03-07,766857.23,4916.36,Active
CRD0002075,5737-XXXX-XXXX-5254,CUS0008914,PRD-DC02,ACC00009867,Debit,2021-11-12,2030-03-21,0.0,0.0,Active
CRD0002076,4729-XXXX-XXXX-1325,CUS0005686,PRD-CC02,,Credit,2024-12-07,2029-01-06,1288801.56,17382.89,Active
CRD0002077,5914-XXXX-XXXX-3689,CUS0002174,PRD-DC02,ACC00013303,Debit,2023-11-10,2027-11-21,0.0,0.0,Active
CRD0002078,4159-XXXX-XXXX-7632,CUS0002706,PRD-DC02,,Debit,2025-12-11,2026-05-12,0.0,0.0,Active
CRD0002079,5383-XXXX-XXXX-1725,CUS0009603,PRD-CC03,,Credit,2022-06-24,2028-08-20,1322486.23,99941.63,Active
CRD0002080,5935-XXXX-XXXX-7617,CUS0007187,PRD-DC02,,Debit,2022-01-06,2028-05-22,0.0,0.0,Active
CRD0002081,5766-XXXX-XXXX-2902,CUS0006963,PRD-CC03,,Credit,2024-09-14,2026-05-28,357434.35,10835.24,Active
CRD0002082,5237-XXXX-XXXX-3845,CUS0008153,PRD-CC03,,Credit,2024-06-08,2028-04-24,952476.32,79829.5,Blocked
CRD0002083,4122-XXXX-XXXX-2919,CUS0008355,PRD-DC01,ACC00006483,Debit,2023-07-27,2028-04-21,0.0,0.0,Active
CRD0002084,4459-XXXX-XXXX-7162,CUS0000992,PRD-CC02,,Credit,2022-12-14,2028-10-09,421461.67,128836.17,Active
CRD0002085,5436-XXXX-XXXX-1718,CUS0009761,PRD-CC04,,Credit,2026-01-08,2029-10-16,894013.03,20122.56,Active
CRD0002086,5326-XXXX-XXXX-1387,CUS0008963,PRD-CC03,,Credit,2021-06-14,2027-02-18,1132353.34,86924.26,Active
CRD0002087,5320-XXXX-XXXX-6871,CUS0005118,PRD-DC02,ACC00006612,Debit,2023-06-03,2030-02-09,0.0,0.0,Active
CRD0002088,4820-XXXX-XXXX-5409,CUS0006308,PRD-CC01,,Credit,2022-05-21,2027-07-20,990195.9,73585.62,Active
