customer_id,national_id,first_name,last_name,full_name,gender,date_of_birth,marital_status,occupation,monthly_income_thb,preferred_language,onboarding_date,is_active
CUS0000829,2-9743-79190-54-2,อรรจน์,ทวนไชย์,อรรจน์ ทวนไชย์,M,1952-12-14,Divorced,นักบัญชี,176004.4,TH,2021-06-25,True
CUS0000830,1-4517-33940-67-2,ธวัศชา,ศรีตะวัน,ธวัศชา ศรีตะวัน,M,1981-12-13,Married,ฟรีแลนซ์,15237.88,TH,2026-02-28,True
CUS0000831,4-9044-78178-86-5,กรพนธ์,บัวเผื่อน,กรพนธ์ บัวเผื่อน,M,1956-02-26,Divorced,เกษียณ,569651.74,TH,2025-06-18,False
CUS0000832,2-1302-34718-96-4,ณัฐจศักดิ์,มนทอง,ณัฐจศักดิ์ มนทอง,M,1987-05-08,Divorced,วิศวกร,303230.25,TH,2018-09-11,True
CUS0000833,3-4563-62035-56-7,บุญเกิด,นักสำหรวจ,บุญเกิด นักสำหรวจ,M,2005-10-28,Married,แพทย์,30421.73,TH,2019-10-25,True
CUS0000834,3-8050-19937-56-4,สโรชา,นาคพันธุ์,สโรชา นาคพันธุ์,F,1986-03-26,Single,พนักงานบริษัท,64908.73,TH,2022-04-10,False
CUS0000835,7-7508-56592-44-1,สรายุทธ,บุญญาไลย์,สรายุทธ บุญญาไลย์,M,1993-04-03,Single,ครู / อาจารย์,19825.63,TH,2021-05-09,True
CUS0000836,6-5482-72658-97-2,จิรวิทย์,ทองสีไพล,จิรวิทย์ ทองสีไพล,M,1966-08-19,Widowed,แพทย์,26814.8,TH,2019-09-02,True
CUS0000837,8-5191-94893-10-3,เถลิงยศ,งามพิเชษฐ์,เถลิงยศ งามพิเชษฐ์,M,1972-09-03,Divorced,พนักงานธนาคาร,828610.15,TH,2021-09-01,True
CUS0000838,2-8320-51368-17-9,ศุภกรชนา,ฉิมพาลี,ศุภกรชนา ฉิมพาลี,F,1995-07-27,Single,นักบัญชี,19513.91,TH,2024-12-14,True
CUS0000839,7-3464-69652-96-6,วันฉัตร,นิระหานี,วันฉัตร นิระหานี,M,1961-04-14,Single,พนักงานบริษัท,172127.03,TH,2026-02-22,True
CUS0000840,7-4711-34752-18-6,หล้า,วาทา,หล้า วาทา,M,1965-09-07,Divorced,เกษตรกร,73897.07,TH,2025-06-05,True
CUS0000841,5-3676-71459-49-6,วิชชากร,ติณรัตน์,วิชชากร ติณรัตน์,M,1984-04-09,Divorced,ครู / อาจารย์,1398627.81,TH,2023-07-15,True
CUS0000842,5-8305-90449-44-9,ฐิติณัฐฐา,แก้วชลคราม,ฐิติณัฐฐา แก้วชลคราม,F,1961-04-11,Married,เกษียณ,36341.55,TH,2020-02-16,True
CUS0000843,1-3294-68721-42-3,ภูมิปัญญา,โพธิสัตย์,ภูมิปัญญา โพธิสัตย์,M,1957-05-02,Married,ข้าราชการ,651915.69,TH,2025-10-04,False
CUS0000844,7-2514-94773-31-4,นพรัตน์,นิติสาขา,นพรัตน์ นิติสาขา,F,1957-05-28,Divorced,ฟรีแลนซ์,44606.24,TH,2020-02-19,False
CUS0000845,8-2947-46932-49-2,พรรณปพร,ทับทิมไทย,พรรณปพร ทับทิมไทย,F,1952-07-04,Widowed,พยาบาล,23673.08,TH,2022-02-25,True
CUS0000846,5-1638-21794-76-1,อำไพ,ทศโยธิน,อำไพ ทศโยธิน,F,1973-02-20,Single,ค้าขาย / เจ้าของกิจการ,828643.48,TH,2023-10-31,True
CUS0000847,8-3623-86652-96-7,นาตยา,ศรทอง,นาตยา ศรทอง,F,1988-02-28,Married,เกษตรกร,72642.69,TH,2021-11-20,True
CUS0000848,3-6398-99751-83-9,คมกฤชญ์,ธรรมนิยม,คมกฤชญ์ ธรรมนิยม,M,1965-05-02,Married,วิศวกร,110835.67,EN,2023-05-19,True
CUS0000849,5-1422-78988-19-9,วรรณรัตน์,ตั้งเผ่า,วรรณรัตน์ ตั้งเผ่า,F,1966-04-21,Widowed,ฟรีแลนซ์,622060.18,TH,2024-04-20,True
CUS0000850,7-2946-50860-75-6,ประไพพักตร์,ทองสินธุ์,ประไพพักตร์ ทองสินธุ์,F,1955-01-10,Widowed,ฟรีแลนซ์,645229.55,EN,2018-05-27,True
CUS0000851,4-1926-76748-29-4,ปัตถพงษ์,เขียวอ่อน,ปัตถพงษ์ เขียวอ่อน,M,1954-12-25,Widowed,พยาบาล,23495.28,TH,2023-09-01,True
CUS0000852,1-1604-54958-16-2,พิศพรรณ,พรสีมา,พิศพรรณ พรสีมา,F,1966-10-11,Divorced,นักเรียน / นักศึกษา,28635.58,TH,2020-10-27,True
CUS0000853,2-8722-68083-72-2,ศรีสวัสดิ์,ธรรมนิยม,ศรีสวัสดิ์ ธรรมนิยม,M,1970-07-29,Married,ค้าขาย / เจ้าของกิจการ,77666.18,TH,2024-08-07,True
CUS0000854,8-7008-68226-20-9,ปภาวรินทร์,ยางสวย,ปภาวรินทร์ ยางสวย,F,1955-07-30,Married,เกษียณ,33699.43,TH,2021-12-29,True
CUS0000855,8-7705-26972-94-5,ภัทราวุธ,ถนิมมาศ,ภัทราวุธ ถนิมมาศ,F,1971-12-17,Widowed,เกษียณ,1385338.97,TH,2018-06-24,True
CUS0000856,6-2753-96012-73-0,อาซือมะ,บุญศล,อาซือมะ บุญศล,F,1996-07-12,Divorced,วิศวกร,95395.03,TH,2022-07-08,True
CUS0000857,6-6927-28423-65-1,สิรวัฒน์,ตัณสถิตย์,สิรวัฒน์ ตัณสถิตย์,M,1958-02-24,Married,ฟรีแลนซ์,28808.58,TH,2022-09-10,True
CUS0000858,1-9246-78216-85-1,อัญชัญ,นิติสาขา,อัญชัญ นิติสาขา,F,1952-12-07,Divorced,พยาบาล,76148.05,TH,2023-11-01,True
CUS0000859,5-6663-90675-86-3,อธิวัตร,มิ่งขวัญ,อธิวัตร มิ่งขวัญ,M,1954-06-30,Single,พยาบาล,19379.96,TH,2023-06-10,True
CUS0000860,8-8111-42940-19-4,นาตยา,ฉายแสง,นาตยา ฉายแสง,F,1970-08-03,Widowed,เกษียณ,196446.15,EN,2019-09-16,True
CUS0000861,5-3597-52300-61-4,ณัฐติญา,ถ้วนศรี,ณัฐติญา ถ้วนศรี,F,1959-12-29,Divorced,วิศวกร,927679.39,TH,2022-06-23,True
CUS0000862,6-9379-26635-78-1,ปรายกานต์,ธัญาโภชน์,ปรายกานต์ ธัญาโภชน์,M,2003-07-06,Divorced,นักเรียน / นักศึกษา,1240521.16,TH,2019-04-17,True
CUS0000863,7-3347-17302-38-2,นันทิกานต์,ธูปหอม,นันทิกานต์ ธูปหอม,F,1952-04-20,Widowed,ฟรีแลนซ์,88766.51,TH,2019-07-17,True
CUS0000864,3-7250-61685-71-0,โอภาส,ธรรมทินนา,โอภาส ธรรมทินนา,M,1987-07-13,Divorced,พนักงานธนาคาร,64829.83,TH,2024-12-17,True
CUS0000865,7-9174-67383-10-3,พรรณปพร,นาฏคายี,พรรณปพร นาฏคายี,F,1989-04-06,Single,วิศวกร,19899.89,EN,2018-01-27,True
CUS0000866,3-3672-88786-57-6,ตรีนุช,ดาบเพ็ชร์,ตรีนุช ดาบเพ็ชร์,F,1993-04-11,Single,พนักงานธนาคาร,65312.97,TH,2018-09-02,True
CUS0000867,5-5105-89356-36-3,นาวีตา,ธรรมฤดี,นาวีตา ธรรมฤดี,F,1976-02-25,Married,ข้าราชการ,1134855.8,TH,2025-01-07,True
CUS0000868,4-6202-40798-63-6,เกศรา,ดุริยพันธุ์,เกศรา ดุริยพันธุ์,F,1985-06-04,Married,แพทย์,25927.09,TH,2023-02-24,True
CUS0000869,7-5595-33162-21-7,ศรลักษณ์,ไทไชโย,ศรลักษณ์ ไทไชโย,M,1987-10-30,Widowed,พนักงานบริษัท,181916.08,TH,2021-09-07,True
CUS0000870,5-8914-19247-86-8,กวาง,คณานุรักษ์,กวาง คณานุรักษ์,F,1960-09-21,Single,นักเรียน / นักศึกษา,38584.05,TH,2025-05-22,True
CUS0000871,1-9607-35760-45-7,โชติวุฒิ,ฉายแสง,โชติวุฒิ ฉายแสง,M,1984-12-06,Single,ครู / อาจารย์,183030.3,TH,2021-05-11,True
CUS0000872,5-8734-91562-14-7,สุมัชญา,นรวิทย์โชติกุล,สุมัชญา นรวิทย์โชติกุล,F,1982-04-09,Widowed,ฟรีแลนซ์,37473.9,TH,2025-02-27,True
CUS0000873,7-3728-56439-61-5,จิณภัทตา,นิลวิมล,จิณภัทตา นิลวิมล,F,1998-09-01,Divorced,พยาบาล,94403.67,TH,2025-01-07,True
CUS0000874,7-2955-39905-36-0,นาตยา,นิลวิมล,นาตยา นิลวิมล,F,1972-05-28,Widowed,นักบัญชี,1499828.41,TH,2022-09-14,True
CUS0000875,6-3040-60221-99-4,ทิมาภรณ์,เนตร์มณี,ทิมาภรณ์ เนตร์มณี,F,1958-04-16,Single,ข้าราชการ,215082.81,TH,2022-03-05,True
CUS0000876,6-2134-71353-44-2,อเนชา,ถมปัด,อเนชา ถมปัด,F,1980-09-11,Single,นักบัญชี,29922.71,TH,2020-02-12,True
CUS0000877,7-6478-90993-60-9,ธนภณ,ตระกูลไม้เรียง,ธนภณ ตระกูลไม้เรียง,M,1979-06-14,Divorced,พนักงานบริษัท,804265.95,TH,2022-11-14,True
CUS0000878,6-8727-53800-64-0,ฌาฆีภัตฐ์,เธียรายัน,ฌาฆีภัตฐ์ เธียรายัน,M,2005-06-19,Divorced,เกษตรกร,77888.11,TH,2019-07-25,True
CUS0000879,8-5467-90855-40-4,เมษา,ทรัพย์สาร,เมษา ทรัพย์สาร,F,1979-01-26,Single,พนักงานบริษัท,823198.87,TH,2023-02-07,True
CUS0000880,6-9937-75525-57-2,นันทวรรณ,ทองลาภ,นันทวรรณ ทองลาภ,F,1986-05-24,Widowed,วิศวกร,18017.58,TH,2025-09-19,True
CUS0000881,5-3581-26228-86-6,นาตยา,นพคเชนทร์,นาตยา นพคเชนทร์,F,1974-03-15,Married,ฟรีแลนซ์,23868.82,EN,2020-09-17,True
CUS0000882,8-6383-19467-54-9,สันติราษฎร์,เนตร์มณี,สันติราษฎร์ เนตร์มณี,M,1998-10-27,Married,ค้าขาย / เจ้าของกิจการ,96039.78,TH,2025-08-26,True
CUS0000883,2-9922-50678-82-5,นภัสรินทร์,ธรรมเมธา,นภัสรินทร์ ธรรมเมธา,F,1979-04-17,Single,พยาบาล,155919.56,TH,2024-07-12,False
CUS0000884,4-7254-17760-29-8,ดารุนี,ทองอยู่,ดารุนี ทองอยู่,F,1985-01-02,Divorced,ค้าขาย / เจ้าของกิจการ,171120.95,TH,2022-04-20,True
CUS0000885,6-4958-36595-78-1,รัฐพงษ์,บุตราช,รัฐพงษ์ บุตราช,M,1955-10-05,Widowed,วิศวกร,97560.06,TH,2021-07-12,False
CUS0000886,5-5699-48488-52-3,จักรกฤนาย,ถนัดกลึง,จักรกฤนาย ถนัดกลึง,M,1953-07-04,Single,วิศวกร,755471.23,TH,2024-04-13,True
CUS0000887,6-3450-22202-88-8,ฉัตรปรียา,ธัญาโภชน์,ฉัตรปรียา ธัญาโภชน์,F,1983-10-08,Married,พนักงานธนาคาร,26844.36,TH,2020-11-10,True
CUS0000888,7-1389-67119-33-6,นาย,พรสีมา,นาย พรสีมา,M,1960-01-16,Divorced,ค้าขาย / เจ้าของกิจการ,48630.62,TH,2020-06-25,True
CUS0000889,1-3034-19462-91-5,ทานตะวัน,ธรรมนิยม,ทานตะวัน ธรรมนิยม,F,1970-02-09,Single,ค้าขาย / เจ้าของกิจการ,16179.42,TH,2018-12-01,True
CUS0000890,6-7101-38596-62-8,ปวีณ,ติณรัตน์,ปวีณ ติณรัตน์,M,1965-12-31,Married,พนักงานบริษัท,137348.51,TH,2021-01-22,True
CUS0000891,4-7919-27392-93-0,ภารวี,ทองอยู่,ภารวี ทองอยู่,F,2004-09-21,Widowed,ครู / อาจารย์,46532.36,TH,2024-06-24,True
CUS0000892,2-6556-30358-78-3,ธเนษฐ,ดาวอร่าม,ธเนษฐ ดาวอร่าม,M,1972-02-03,Married,เกษียณ,129518.06,TH,2019-12-07,False
CUS0000893,5-5568-19598-54-0,ประไพพักตร์,ไม้แดง,ประไพพักตร์ ไม้แดง,F,1987-02-15,Married,วิศวกร,22638.72,EN,2019-07-20,True
CUS0000894,6-8785-97877-36-7,พันเทพ,ธรรมฤดี,พันเทพ ธรรมฤดี,M,1976-10-20,Widowed,พนักงานบริษัท,66629.99,TH,2025-06-27,True
CUS0000895,8-4402-78600-45-8,ศุภนุนาย,ตรีครุธพันธุ์,ศุภนุนาย ตรีครุธพันธุ์,F,1989-12-15,Single,ค้าขาย / เจ้าของกิจการ,84643.98,EN,2021-03-23,True
CUS0000896,2-3992-89330-46-1,จุฑาภรณ์,พีระเพ็ญกุล,จุฑาภรณ์ พีระเพ็ญกุล,F,1996-06-29,Single,นักเรียน / นักศึกษา,21801.48,EN,2020-06-19,True
CUS0000897,5-9424-47256-28-0,ฮามีย๊ะ,ทองเนื้อดี,ฮามีย๊ะ ทองเนื้อดี,F,1971-07-20,Single,เกษตรกร,36763.32,TH,2024-12-23,True
CUS0000898,2-8523-60614-65-9,พรเบญญา,โพธิสัตย์,พรเบญญา โพธิสัตย์,F,1973-03-26,Widowed,นักบัญชี,16903.82,TH,2021-04-05,True
CUS0000899,4-4590-44104-68-1,เกษมชัย,ตระกูลไม้เรียง,เกษมชัย ตระกูลไม้เรียง,M,1974-09-01,Widowed,พนักงานบริษัท,34728.5,TH,2024-05-03,True
CUS0000900,4-5804-17535-75-9,ณัฐจศักดิ์,ตัณฑนุช,ณัฐจศักดิ์ ตัณฑนุช,M,1952-10-30,Married,เกษตรกร,33151.01,TH,2025-05-08,True
CUS0000901,6-2902-70359-41-3,ชนิศา,ธีวร,ชนิศา ธีวร,F,1967-06-24,Widowed,วิศวกร,867409.68,TH,2019-09-29,True
CUS0000902,6-9792-25238-11-2,พันธุ์เทพ,จันอ้น,พันธุ์เทพ จันอ้น,M,1962-11-14,Married,ค้าขาย / เจ้าของกิจการ,68824.08,TH,2020-08-15,True
CUS0000903,3-7445-63176-75-2,วาร์มูฮำหมัด,คำลือ,วาร์มูฮำหมัด คำลือ,M,1954-06-26,Divorced,ค้าขาย / เจ้าของกิจการ,646031.77,TH,2026-03-02,True
CUS0000904,1-5762-98723-90-8,นพ,ธูปะวิโรจน์,นพ ธูปะวิโรจน์,M,1972-04-30,Widowed,ค้าขาย / เจ้าของกิจการ,380036.13,TH,2025-09-05,True
CUS0000905,6-7897-17951-70-4,ราณี,แหยมศิริ,ราณี แหยมศิริ,F,1998-12-30,Single,พนักงานบริษัท,690756.28,TH,2023-01-01,True
CUS0000906,4-1457-96847-56-9,พิพิธธน,ธนรักษ์,พิพิธธน ธนรักษ์,M,1957-12-14,Single,เกษียณ,258520.05,TH,2025-10-31,False
CUS0000907,4-3357-47216-51-9,สุชิน,เนื้อนุ่ม,สุชิน เนื้อนุ่ม,M,1986-10-28,Married,เกษตรกร,32258.11,TH,2023-05-26,True
CUS0000908,7-3044-14080-58-1,จีรยุทธ,กุมารบุญ,จีรยุทธ กุมารบุญ,M,1968-06-28,Single,วิศวกร,48442.01,TH,2023-06-09,True
CUS0000909,6-7773-15149-16-2,พชรภรณ์,ถนัดรักษา,พชรภรณ์ ถนัดรักษา,F,1950-06-25,Divorced,ค้าขาย / เจ้าของกิจการ,26443.12,TH,2019-05-06,True
CUS0000910,4-4512-15294-56-0,นรีรัตน์,บุญญาภิรมย์,นรีรัตน์ บุญญาภิรมย์,F,1964-12-15,Widowed,เกษตรกร,150623.98,TH,2021-05-22,True
CUS0000911,1-7140-43424-19-5,พันเกล้า,ศรีเผด็จ,พันเกล้า ศรีเผด็จ,F,1978-05-18,Single,แพทย์,121688.87,TH,2018-08-28,True
CUS0000912,3-2112-68664-35-0,ประภัทร์สรณ์,ดัตพันธุ์,ประภัทร์สรณ์ ดัตพันธุ์,F,1967-02-14,Married,ค้าขาย / เจ้าของกิจการ,32180.35,EN,2021-03-17,True
CUS0000913,8-1431-74865-68-9,นวรรษนันท์,ยะผา,นวรรษนันท์ ยะผา,F,2000-09-23,Married,วิศวกร,47324.68,TH,2026-01-19,True
CUS0000914,4-5075-73388-82-6,ภาสวุฒิ,ถนอมพลกรัง,ภาสวุฒิ ถนอมพลกรัง,M,1978-06-12,Single,แพทย์,22648.99,TH,2024-08-09,True
CUS0000915,7-8497-31734-41-7,โสภา,ศรีวงค์,โสภา ศรีวงค์,F,1993-12-24,Single,วิศวกร,1240720.45,TH,2024-08-05,True
CUS0000916,6-3834-93356-73-9,ธีราทัต,นวลฉวี,ธีราทัต นวลฉวี,M,1966-12-09,Widowed,นักเรียน / นักศึกษา,455210.59,TH,2019-02-17,True
CUS0000917,1-2349-16802-77-2,อเนชา,ศาสตร์ศิลป์,อเนชา ศาสตร์ศิลป์,F,2003-04-21,Married,นักเรียน / นักศึกษา,63442.76,TH,2024-11-14,True
CUS0000918,2-5355-81561-86-5,นิติยา,นรวิทย์โชติกุล,นิติยา นรวิทย์โชติกุล,F,1992-05-22,Single,พนักงานบริษัท,18805.23,TH,2024-01-11,True
CUS0000919,6-8158-29318-88-8,ภัทรนาฎ,ถนัดพิมพการ,ภัทรนาฎ ถนัดพิมพการ,F,1991-03-02,Widowed,ข้าราชการ,25285.65,TH,2026-04-11,True
CUS0000920,5-3687-34732-42-2,ปิยนาฎ,ประจันตะเสน,ปิยนาฎ ประจันตะเสน,F,1996-03-03,Widowed,วิศวกร,191680.29,TH,2025-10-10,True
CUS0000921,1-1935-89300-47-5,จักรชัย,นรวิทย์โชติกุล,จักรชัย นรวิทย์โชติกุล,M,1952-09-01,Single,เกษียณ,77482.38,TH,2025-07-29,True
CUS0000922,1-3111-77338-98-7,ศศิยา,ตัณฑนุช,ศศิยา ตัณฑนุช,F,1966-06-18,Widowed,ข้าราชการ,66498.37,TH,2023-03-24,True
CUS0000923,3-9886-16966-85-5,ปรมินทร์,ภูภักดี,ปรมินทร์ ภูภักดี,M,1979-02-22,Widowed,วิศวกร,98554.64,TH,2019-08-03,True
CUS0000924,2-7229-73050-22-6,ศจีกาญจน์,น้ำทิพย์,ศจีกาญจน์ น้ำทิพย์,F,1967-07-16,Married,แพทย์,109871.7,TH,2018-12-06,True
CUS0000925,1-6403-84213-11-3,เถลิงยศ,ทำประดู่,เถลิงยศ ทำประดู่,M,1951-11-14,Divorced,แพทย์,661937.66,TH,2018-12-17,True
CUS0000926,2-3693-94007-93-5,สุภาพร,เธียรายัน,สุภาพร เธียรายัน,F,1978-09-13,Divorced,พนักงานบริษัท,140820.21,TH,2020-09-04,True
CUS0000927,8-8725-60113-33-5,เฉลิมพล,ดิสกะประกาย,เฉลิมพล ดิสกะประกาย,M,1959-02-10,Single,นักบัญชี,41067.15,TH,2024-02-06,True
CUS0000928,4-5833-29166-27-1,ธัญญกัญญา,นาคะนคร,ธัญญกัญญา นาคะนคร,F,1992-10-04,Married,นักบัญชี,21137.14,TH,2024-08-31,True
CUS0000929,4-6462-56542-20-4,นภัสรินทร์,ธรรมทินนา,นภัสรินทร์ ธรรมทินนา,F,2002-03-27,Married,ฟรีแลนซ์,255320.78,TH,2025-08-10,True
CUS0000930,4-6165-98971-30-3,ศุภกรชนา,หอมสิน,ศุภกรชนา หอมสิน,F,2001-04-10,Single,ครู / อาจารย์,84305.7,TH,2021-06-01,True
CUS0000931,1-9521-32701-39-1,สุรการณ์,ศรีสัตย์,สุรการณ์ ศรีสัตย์,F,2001-01-11,Divorced,แพทย์,50538.83,TH,2022-12-07,True
CUS0000932,8-1974-11113-51-7,นราวรรณ,ถนัดภาษา,นราวรรณ ถนัดภาษา,F,1974-12-15,Single,วิศวกร,43029.25,TH,2021-03-01,True
CUS0000933,4-5598-97023-55-0,ราชพฤกษ์,ราชมณี,ราชพฤกษ์ ราชมณี,M,1992-07-06,Married,แพทย์,28607.3,EN,2023-05-22,True
CUS0000934,2-7902-23904-24-2,สุรนีย์,นาคพันธุ์,สุรนีย์ นาคพันธุ์,F,1953-03-27,Married,เกษตรกร,52576.81,EN,2023-03-21,False
CUS0000935,2-2507-85148-58-9,วิชา,เนื่องนนท์,วิชา เนื่องนนท์,M,1954-06-09,Divorced,พยาบาล,91412.87,TH,2025-08-03,True
CUS0000936,5-7774-39807-76-6,นิรันดร์,ดิสกะประกาย,นิรันดร์ ดิสกะประกาย,M,1992-08-12,Single,เกษียณ,148468.66,TH,2019-03-20,True
CUS0000937,7-3477-81739-37-1,จิตตานันท์,นิละทัต,จิตตานันท์ นิละทัต,F,1973-03-29,Married,ค้าขาย / เจ้าของกิจการ,24595.96,TH,2020-08-14,True
CUS0000938,4-2197-44770-52-8,กระสุน,นุตตาร,กระสุน นุตตาร,M,1971-07-31,Widowed,ฟรีแลนซ์,193689.18,TH,2024-02-09,True
CUS0000939,8-1060-54091-54-7,ปวีณ,ทันยุค,ปวีณ ทันยุค,M,1973-05-01,Single,แพทย์,26751.1,TH,2018-06-30,True
CUS0000940,5-8371-92285-38-9,สุรการณ์,ไทไชโย,สุรการณ์ ไทไชโย,F,1999-04-06,Married,ครู / อาจารย์,393797.79,EN,2019-05-12,True
CUS0000941,2-8676-79149-56-6,สิริรัตน์,บุนยาภิสนท์,สิริรัตน์ บุนยาภิสนท์,M,1980-04-08,Divorced,ฟรีแลนซ์,589935.93,TH,2022-06-10,True
CUS0000942,2-8813-95046-99-4,เอกวิทย์,นิยมเซียม,เอกวิทย์ นิยมเซียม,M,1970-08-07,Widowed,ฟรีแลนซ์,159137.93,TH,2025-10-24,True
CUS0000943,8-5375-22062-63-7,ปวีณ,นิลวรรณ,ปวีณ นิลวรรณ,M,1979-03-06,Single,ข้าราชการ,64443.44,TH,2020-04-30,True
CUS0000944,1-5837-11101-84-2,วรรณกร,ถนอมพล,วรรณกร ถนอมพล,F,1951-04-13,Married,เกษตรกร,62958.16,EN,2024-04-16,True
CUS0000945,4-9227-67871-19-4,สันติราษฎร์,แจ้งสว่าง,สันติราษฎร์ แจ้งสว่าง,M,1978-03-23,Widowed,ฟรีแลนซ์,108168.19,TH,2019-10-27,True
CUS0000946,6-3945-46707-20-0,ฐิติยาพร,ดุษฎีวนิช,ฐิติยาพร ดุษฎีวนิช,F,1970-02-19,Single,ข้าราชการ,101368.15,TH,2019-10-07,True
CUS0000947,7-1650-28761-17-2,นัสรุน,บุญญาภิรมย์,นัสรุน บุญญาภิรมย์,M,1991-12-20,Married,เกษตรกร,115762.33,TH,2024-11-02,False
CUS0000948,7-9187-88367-96-8,ยูซุฟ,ขำเอนก,ยูซุฟ ขำเอนก,M,1961-04-26,Divorced,เกษียณ,1185992.78,TH,2024-02-26,True
CUS0000949,7-2175-47943-14-7,สุพัตร,ดวงทับทิม,สุพัตร ดวงทับทิม,F,1966-07-05,Married,พยาบาล,119484.9,TH,2018-04-07,True
CUS0000950,1-7607-35030-44-1,กษิดิฐ,นิระหานี,กษิดิฐ นิระหานี,M,1981-08-11,Married,พนักงานบริษัท,184141.5,TH,2021-04-26,True
CUS0000951,2-9189-70089-94-1,วันฉัตร,วิลาสินี,วันฉัตร วิลาสินี,M,1980-05-17,Widowed,นักบัญชี,106080.79,TH,2022-06-20,False
CUS0000952,7-8394-34962-81-5,หรรษา,คำลือ,หรรษา คำลือ,F,2004-06-19,Widowed,แพทย์,274286.7,TH,2023-06-09,False
CUS0000953,3-6219-27508-19-8,ทิพรดา,นาฏคายี,ทิพรดา นาฏคายี,F,1970-02-07,Married,เกษตรกร,146945.64,EN,2020-11-17,True
CUS0000954,2-4919-25492-61-9,มนรัตน์,แก้วชลคราม,มนรัตน์ แก้วชลคราม,F,1955-04-29,Single,ฟรีแลนซ์,1481422.9,TH,2018-12-02,True
CUS0000955,5-4861-83085-59-8,วรศาสส์,ขุนดำ,วรศาสส์ ขุนดำ,M,1986-04-21,Widowed,ข้าราชการ,435686.4,TH,2019-04-09,True
CUS0000956,5-4749-68051-97-1,ปาริตา,นาฏคายี,ปาริตา นาฏคายี,F,1950-05-11,Widowed,นักเรียน / นักศึกษา,63504.58,TH,2023-01-11,True
CUS0000957,1-6195-43432-98-8,อริสรา,ธรรมสถิตไพศาล,อริสรา ธรรมสถิตไพศาล,F,1998-08-14,Widowed,ค้าขาย / เจ้าของกิจการ,173401.39,TH,2023-08-29,True
CUS0000958,7-5841-45834-64-8,ผกาทิพย์,สงประเสริฐ,ผกาทิพย์ สงประเสริฐ,F,1991-08-19,Divorced,พยาบาล,31974.2,TH,2018-06-23,True
CUS0000959,4-5055-15348-16-7,สุรวัช,ถนัดอาวุธ,สุรวัช ถนัดอาวุธ,M,1998-09-20,Divorced,นักเรียน / นักศึกษา,30224.96,TH,2022-10-13,True
CUS0000960,8-7283-68894-59-2,เทพณรงค์,นามขำ,เทพณรงค์ นามขำ,M,1974-02-03,Married,ฟรีแลนซ์,67348.69,TH,2021-12-04,True
CUS0000961,6-6134-29324-74-1,หล้า,ซาซุม,หล้า ซาซุม,M,1981-05-19,Single,พยาบาล,26511.34,TH,2020-11-19,True
CUS0000962,7-2112-71732-80-1,ศุภาศิล,อุ่นอก,ศุภาศิล อุ่นอก,M,1978-09-04,Widowed,ครู / อาจารย์,337114.43,TH,2019-05-14,True
CUS0000963,3-5078-89123-12-5,นวรรษนันท์,น้ำทิพย์,นวรรษนันท์ น้ำทิพย์,F,1996-03-29,Married,เกษียณ,408308.86,TH,2020-07-19,True
CUS0000964,6-2331-15910-23-0,ชลิดา,ถาวรายุศม์,ชลิดา ถาวรายุศม์,F,1954-08-14,Divorced,ฟรีแลนซ์,32508.73,TH,2023-01-31,True
CUS0000965,3-9652-13975-67-1,จำรัส,ปรีชากุลเศรษฐ์,จำรัส ปรีชากุลเศรษฐ์,M,1999-12-06,Married,ครู / อาจารย์,139604.49,TH,2021-06-05,True
CUS0000966,3-3526-67241-40-6,รมิตา,ประจันตะเสน,รมิตา ประจันตะเสน,F,1956-09-29,Widowed,เกษียณ,24646.21,TH,2019-10-12,True
CUS0000967,2-8041-57302-51-2,พุทธ,แก้วอยู่,พุทธ แก้วอยู่,M,2002-01-17,Married,วิศวกร,28024.97,TH,2023-10-06,True
CUS0000968,2-7986-46794-18-1,นิวิลดาน,แท่นทอง,นิวิลดาน แท่นทอง,F,1955-04-10,Single,นักบัญชี,93655.17,TH,2020-09-07,True
CUS0000969,3-6608-41922-33-0,กรพนธ์,นิยมสำหรวจ,กรพนธ์ นิยมสำหรวจ,M,1957-09-14,Divorced,ข้าราชการ,42317.32,EN,2020-01-07,True
CUS0000970,4-2245-56561-60-8,พงษ์นเรศ,นครเทพ,พงษ์นเรศ นครเทพ,M,1977-09-07,Single,ครู / อาจารย์,1076984.13,TH,2022-02-08,True
CUS0000971,7-1964-35834-19-5,เพ็ญพรรษา,ขันธุลา,เพ็ญพรรษา ขันธุลา,F,1983-03-20,Widowed,พยาบาล,15213.01,TH,2020-03-19,True
CUS0000972,6-3595-71976-67-1,ประเสริฐ,นะวะมันดร,ประเสริฐ นะวะมันดร,M,1976-03-22,Single,ข้าราชการ,21046.21,TH,2022-02-23,True
CUS0000973,2-4413-36127-74-1,วรศาสส์,เนตร์มณี,วรศาสส์ เนตร์มณี,M,1990-08-25,Widowed,เกษียณ,1014886.2,TH,2018-08-05,True
CUS0000974,2-6965-82716-58-9,พิมพ์ประภา,มนทอง,พิมพ์ประภา มนทอง,F,1964-08-20,Married,ครู / อาจารย์,107441.62,EN,2023-02-16,True
CUS0000975,6-6784-85303-39-6,ปิ่นบุญญา,ตระกูลไม้เรียง,ปิ่นบุญญา ตระกูลไม้เรียง,F,1960-09-17,Divorced,ฟรีแลนซ์,1102322.77,TH,2019-06-10,True
