contact_id,customer_id,channel,value,is_primary,verified
CNT0004449,CUS0001931,Email,kristawood@example.org,False,True
CNT0004450,CUS0001931,LINE,@phillip93,False,False
CNT0004451,CUS0001932,Phone,0618542802,True,True
CNT0004452,CUS0001932,Email,xmiller@example.org,False,True
CNT0004453,CUS0001932,LINE,@dlynch,False,False
CNT0004454,CUS0001933,Phone,0940914654,True,True
CNT0004455,CUS0001934,Phone,0613397315,True,True
CNT0004456,CUS0001934,Email,ghicks@example.net,False,True
CNT0004457,CUS0001934,LINE,@steve06,False,False
CNT0004458,CUS0001935,Phone,0866260950,True,True
CNT0004459,CUS0001935,Email,ronald72@example.net,False,True
CNT0004460,CUS0001936,Phone,0636993686,True,True
CNT0004461,CUS0001936,LINE,@charlespatterson,False,False
CNT0004462,CUS0001937,Phone,0849740094,True,True
CNT0004463,CUS0001937,Email,contrerasnicole@example.net,False,True
CNT0004464,CUS0001938,Phone,0859096795,True,True
CNT0004465,CUS0001938,Email,rebeccapalmer@example.org,False,True
CNT0004466,CUS0001939,Phone,0878028249,True,True
CNT0004467,CUS0001939,Email,ssimpson@example.com,False,True
CNT0004468,CUS0001939,LINE,@davidsilva,False,False
CNT0004469,CUS0001940,Phone,0696832004,True,True
CNT0004470,CUS0001940,Email,blacklynn@example.net,False,True
CNT0004471,CUS0001941,Phone,0813385133,True,True
CNT0004472,CUS0001941,Email,louismcmahon@example.com,False,True
CNT0004473,CUS0001942,Phone,0914410390,True,True
CNT0004474,CUS0001943,Phone,0916328748,True,True
CNT0004475,CUS0001943,LINE,@thomas73,False,False
CNT0004476,CUS0001944,Phone,0688541268,True,True
CNT0004477,CUS0001945,Phone,0837582905,True,True
CNT0004478,CUS0001945,Email,elliottdanny@example.org,False,True
CNT0004479,CUS0001945,LINE,@todd90,False,False
CNT0004480,CUS0001946,Phone,0625703664,True,True
CNT0004481,CUS0001946,Email,hurleymichelle@example.org,False,True
CNT0004482,CUS0001946,LINE,@halllaura,False,False
CNT0004483,CUS0001947,Phone,0613621820,True,True
CNT0004484,CUS0001947,Email,coxcharles@example.com,False,True
CNT0004485,CUS0001948,Phone,0886982735,True,True
CNT0004486,CUS0001948,Email,john40@example.com,False,True
CNT0004487,CUS0001949,Phone,0994593896,True,True
CNT0004488,CUS0001949,Email,zmartinez@example.net,False,True
CNT0004489,CUS0001950,Phone,0953889002,True,True
CNT0004490,CUS0001950,Email,garrettchristopher@example.net,False,True
CNT0004491,CUS0001950,LINE,@kristin87,False,False
CNT0004492,CUS0001951,Phone,0694351463,True,True
CNT0004493,CUS0001951,Email,caitlin41@example.com,False,True
CNT0004494,CUS0001952,Phone,0645705248,True,True
CNT0004495,CUS0001952,Email,rcarr@example.org,False,True
CNT0004496,CUS0001953,Phone,0813093334,True,True
CNT0004497,CUS0001954,Phone,0624082225,True,True
CNT0004498,CUS0001954,Email,michelle32@example.net,False,True
CNT0004499,CUS0001955,Phone,0824158709,True,True
CNT0004500,CUS0001955,LINE,@jennaparks,False,False
CNT0004501,CUS0001956,Phone,0844775210,True,True
CNT0004502,CUS0001956,Email,michael33@example.net,False,True
CNT0004503,CUS0001956,LINE,@dsmith,False,False
CNT0004504,CUS0001957,Phone,0873291739,True,True
CNT0004505,CUS0001957,Email,gonzalezstephanie@example.net,False,False
CNT0004506,CUS0001958,Phone,0835803197,True,True
CNT0004507,CUS0001958,LINE,@mhughes,False,False
CNT0004508,CUS0001959,Phone,0680592951,True,True
CNT0004509,CUS0001960,Phone,0685413993,True,True
CNT0004510,CUS0001960,Email,lisahogan@example.net,False,True
CNT0004511,CUS0001960,LINE,@debracampbell,False,False
CNT0004512,CUS0001961,Phone,0887708567,True,True
CNT0004513,CUS0001961,Email,gclark@example.net,False,True
CNT0004514,CUS0001962,Phone,0679271719,True,True
CNT0004515,CUS0001962,Email,crystal85@example.org,False,True
CNT0004516,CUS0001962,LINE,@ujohnson,False,False
CNT0004517,CUS0001963,Phone,0832730277,True,True
CNT0004518,CUS0001963,Email,mmorris@example.com,False,True
CNT0004519,CUS0001964,Phone,0610171880,True,True
CNT0004520,CUS0001964,Email,katherine40@example.org,False,True
CNT0004521,CUS0001964,LINE,@bauerkimberly,False,False
CNT0004522,CUS0001965,Phone,0967249665,True,True
CNT0004523,CUS0001965,Email,pattersonsheila@example.com,False,True
CNT0004524,CUS0001965,LINE,@belljeffrey,False,False
CNT0004525,CUS0001966,Phone,0698018517,True,True
CNT0004526,CUS0001966,Email,wmaynard@example.com,False,True
CNT0004527,CUS0001967,Phone,0989912318,True,True
CNT0004528,CUS0001967,Email,belljennifer@example.org,False,True
CNT0004529,CUS0001967,LINE,@kathleenalexander,False,False
CNT0004530,CUS0001968,Phone,0974727341,True,True
CNT0004531,CUS0001968,Email,logan29@example.org,False,True
CNT0004532,CUS0001969,Phone,0612412345,True,True
CNT0004533,CUS0001969,LINE,@browndanielle,False,False
CNT0004534,CUS0001970,Phone,0961603123,True,True
CNT0004535,CUS0001970,Email,joshua74@example.com,False,False
CNT0004536,CUS0001971,Phone,0839764804,True,True
CNT0004537,CUS0001971,Email,vickicruz@example.org,False,False
CNT0004538,CUS0001972,Phone,0859114352,True,True
CNT0004539,CUS0001972,LINE,@fjackson,False,False
CNT0004540,CUS0001973,Phone,0993903041,True,True
CNT0004541,CUS0001973,Email,juliewilliams@example.com,False,True
CNT0004542,CUS0001973,LINE,@bwilson,False,False
CNT0004543,CUS0001974,Phone,0978116496,True,True
CNT0004544,CUS0001974,LINE,@jason97,False,False
CNT0004545,CUS0001975,Phone,0920515678,True,True
CNT0004546,CUS0001975,Email,sonya82@example.net,False,True
CNT0004547,CUS0001975,LINE,@tburns,False,False
CNT0004548,CUS0001976,Phone,0650607832,True,True
CNT0004549,CUS0001976,Email,laurie70@example.com,False,True
CNT0004550,CUS0001976,LINE,@bradley76,False,False
CNT0004551,CUS0001977,Phone,0930848775,True,True
CNT0004552,CUS0001977,Email,fhoover@example.org,False,True
CNT0004553,CUS0001978,Phone,0834594104,True,True
CNT0004554,CUS0001978,LINE,@ebrown,False,False
CNT0004555,CUS0001979,Phone,0628926041,True,True
CNT0004556,CUS0001979,Email,kevin97@example.com,False,True
CNT0004557,CUS0001979,LINE,@christine94,False,False
CNT0004558,CUS0001980,Phone,0615382670,True,True
CNT0004559,CUS0001981,Phone,0872741567,True,True
CNT0004560,CUS0001981,LINE,@stacy92,False,False
CNT0004561,CUS0001982,Phone,0613289881,True,True
CNT0004562,CUS0001982,Email,jeffreysmith@example.net,False,False
CNT0004563,CUS0001983,Phone,0995840667,True,True
CNT0004564,CUS0001983,LINE,@jill08,False,False
CNT0004565,CUS0001984,Phone,0955410905,True,True
CNT0004566,CUS0001984,Email,hilllisa@example.net,False,True
CNT0004567,CUS0001984,LINE,@ksmith,False,False
CNT0004568,CUS0001985,Phone,0916779266,True,True
CNT0004569,CUS0001985,Email,sandrajohnson@example.net,False,True
CNT0004570,CUS0001986,Phone,0914896762,True,True
CNT0004571,CUS0001986,LINE,@kevinbrewer,False,False
CNT0004572,CUS0001987,Phone,0616176266,True,True
CNT0004573,CUS0001987,Email,kevinlopez@example.org,False,True
CNT0004574,CUS0001987,LINE,@vking,False,False
CNT0004575,CUS0001988,Phone,0930576567,True,True
CNT0004576,CUS0001988,Email,hernandezkenneth@example.org,False,True
CNT0004577,CUS0001989,Phone,0831758728,True,True
CNT0004578,CUS0001989,Email,millertravis@example.net,False,True
CNT0004579,CUS0001989,LINE,@kenneth00,False,False
CNT0004580,CUS0001990,Phone,0948492847,True,True
CNT0004581,CUS0001991,Phone,0876691109,True,True
CNT0004582,CUS0001991,Email,carlosanderson@example.org,False,True
CNT0004583,CUS0001992,Phone,0867033789,True,True
CNT0004584,CUS0001993,Phone,0824043782,True,True
CNT0004585,CUS0001993,LINE,@stephensonlaura,False,False
CNT0004586,CUS0001994,Phone,0636278931,True,True
CNT0004587,CUS0001994,Email,michael01@example.com,False,True
CNT0004588,CUS0001994,LINE,@mendozakevin,False,False
CNT0004589,CUS0001995,Phone,0954065449,True,True
CNT0004590,CUS0001995,Email,bradley25@example.org,False,True
CNT0004591,CUS0001996,Phone,0992004268,True,True
CNT0004592,CUS0001996,Email,marie63@example.net,False,True
CNT0004593,CUS0001997,Phone,0883189436,True,True
CNT0004594,CUS0001998,Phone,0853651500,True,True
CNT0004595,CUS0001998,LINE,@rickyrosales,False,False
CNT0004596,CUS0001999,Phone,0968193611,True,True
CNT0004597,CUS0001999,Email,elizabeth92@example.com,False,True
CNT0004598,CUS0001999,LINE,@pvilla,False,False
CNT0004599,CUS0002000,Phone,0649821726,True,True
CNT0004600,CUS0002000,Email,stevendavis@example.net,False,True
CNT0004601,CUS0002000,LINE,@vrussell,False,False
CNT0004602,CUS0002001,Phone,0926768366,True,True
CNT0004603,CUS0002001,LINE,@gonzalezcarla,False,False
CNT0004604,CUS0002002,Phone,0997681736,True,True
CNT0004605,CUS0002002,Email,ucarpenter@example.org,False,True
CNT0004606,CUS0002003,Phone,0995253844,True,True
CNT0004607,CUS0002003,Email,donaldrush@example.org,False,True
CNT0004608,CUS0002004,Phone,0694374503,True,True
CNT0004609,CUS0002004,Email,angelica42@example.com,False,True
CNT0004610,CUS0002004,LINE,@westalicia,False,False
CNT0004611,CUS0002005,Phone,0679876198,True,True
CNT0004612,CUS0002005,Email,vincentroberts@example.com,False,True
CNT0004613,CUS0002005,LINE,@emitchell,False,False
CNT0004614,CUS0002006,Phone,0687354709,True,True
CNT0004615,CUS0002006,LINE,@bfrey,False,False
CNT0004616,CUS0002007,Phone,0610736578,True,True
CNT0004617,CUS0002007,Email,jennifer19@example.com,False,True
CNT0004618,CUS0002008,Phone,0965456748,True,True
CNT0004619,CUS0002009,Phone,0611377270,True,True
CNT0004620,CUS0002009,Email,jaredbass@example.org,False,False
CNT0004621,CUS0002010,Phone,0937458966,True,True
CNT0004622,CUS0002010,Email,kennedybrooke@example.net,False,True
CNT0004623,CUS0002011,Phone,0642190698,True,True
CNT0004624,CUS0002012,Phone,0869477192,True,True
CNT0004625,CUS0002012,Email,staylor@example.net,False,True
CNT0004626,CUS0002012,LINE,@clarkjesse,False,False
CNT0004627,CUS0002013,Phone,0822844338,True,True
CNT0004628,CUS0002013,Email,kgrant@example.org,False,True
CNT0004629,CUS0002014,Phone,0697167289,True,True
CNT0004630,CUS0002015,Phone,0934192346,True,True
CNT0004631,CUS0002015,LINE,@ruben06,False,False
CNT0004632,CUS0002016,Phone,0960378043,True,True
CNT0004633,CUS0002016,Email,julieharvey@example.com,False,True
CNT0004634,CUS0002016,LINE,@mcastaneda,False,False
CNT0004635,CUS0002017,Phone,0620462839,True,True
CNT0004636,CUS0002017,Email,yross@example.net,False,True
CNT0004637,CUS0002017,LINE,@normancandice,False,False
CNT0004638,CUS0002018,Phone,0671466345,True,True
CNT0004639,CUS0002018,Email,john80@example.org,False,True
CNT0004640,CUS0002019,Phone,0875349580,True,True
CNT0004641,CUS0002019,Email,paul22@example.com,False,True
CNT0004642,CUS0002019,LINE,@juan10,False,False
CNT0004643,CUS0002020,Phone,0685354656,True,True
CNT0004644,CUS0002020,Email,andersonbradley@example.com,False,True
CNT0004645,CUS0002020,LINE,@bgardner,False,False
CNT0004646,CUS0002021,Phone,0922625174,True,True
CNT0004647,CUS0002021,Email,wayneprice@example.net,False,True
CNT0004648,CUS0002021,LINE,@alvaradokatherine,False,False
CNT0004649,CUS0002022,Phone,0896600530,True,True
CNT0004650,CUS0002022,LINE,@amyharris,False,False
CNT0004651,CUS0002023,Phone,0859097217,True,True
CNT0004652,CUS0002023,LINE,@rothkatelyn,False,False
CNT0004653,CUS0002024,Phone,0633015712,True,True
CNT0004654,CUS0002024,Email,rhardy@example.com,False,False
CNT0004655,CUS0002024,LINE,@denise00,False,False
CNT0004656,CUS0002025,Phone,0935265548,True,True
CNT0004657,CUS0002026,Phone,0699405433,True,True
CNT0004658,CUS0002026,Email,michael58@example.org,False,True
CNT0004659,CUS0002027,Phone,0857839458,True,True
CNT0004660,CUS0002027,Email,scott64@example.org,False,True
CNT0004661,CUS0002028,Phone,0879329593,True,True
CNT0004662,CUS0002028,LINE,@patricia58,False,False
CNT0004663,CUS0002029,Phone,0841345764,True,True
CNT0004664,CUS0002029,Email,buchananbrian@example.com,False,True
CNT0004665,CUS0002029,LINE,@lori55,False,False
CNT0004666,CUS0002030,Phone,0699332503,True,True
CNT0004667,CUS0002030,Email,pthompson@example.org,False,True
CNT0004668,CUS0002031,Phone,0810449655,True,True
CNT0004669,CUS0002031,LINE,@gcarter,False,False
CNT0004670,CUS0002032,Phone,0694707810,True,True
CNT0004671,CUS0002032,Email,jose81@example.org,False,True
CNT0004672,CUS0002033,Phone,0914456425,True,True
CNT0004673,CUS0002033,Email,umcgee@example.org,False,True
CNT0004674,CUS0002033,LINE,@john33,False,False
CNT0004675,CUS0002034,Phone,0660080585,True,True
CNT0004676,CUS0002034,Email,shannon95@example.org,False,True
CNT0004677,CUS0002034,LINE,@christopher99,False,False
CNT0004678,CUS0002035,Phone,0882410716,True,True
CNT0004679,CUS0002035,Email,qschwartz@example.org,False,True
CNT0004680,CUS0002035,LINE,@johnsonkara,False,False
CNT0004681,CUS0002036,Phone,0849328633,True,True
CNT0004682,CUS0002036,Email,burnsrobert@example.com,False,True
CNT0004683,CUS0002036,LINE,@tommy30,False,False
CNT0004684,CUS0002037,Phone,0986858409,True,True
CNT0004685,CUS0002038,Phone,0841487169,True,True
CNT0004686,CUS0002038,Email,daniel92@example.org,False,True
CNT0004687,CUS0002038,LINE,@bryantalexander,False,False
CNT0004688,CUS0002039,Phone,0862902912,True,True
CNT0004689,CUS0002039,Email,lflores@example.com,False,False
CNT0004690,CUS0002039,LINE,@erin22,False,False
CNT0004691,CUS0002040,Phone,0610011464,True,True
CNT0004692,CUS0002040,LINE,@jonathancurtis,False,False
CNT0004693,CUS0002041,Phone,0835801977,True,True
CNT0004694,CUS0002041,Email,kyle34@example.com,False,False
CNT0004695,CUS0002042,Phone,0856237095,True,True
CNT0004696,CUS0002043,Phone,0690455399,True,True
CNT0004697,CUS0002043,Email,eross@example.org,False,True
CNT0004698,CUS0002044,Phone,0959054703,True,True
CNT0004699,CUS0002044,LINE,@sotolinda,False,False
CNT0004700,CUS0002045,Phone,0679844996,True,True
CNT0004701,CUS0002045,Email,smiththomas@example.org,False,False
CNT0004702,CUS0002046,Phone,0888121289,True,True
CNT0004703,CUS0002046,Email,richardking@example.com,False,True
CNT0004704,CUS0002047,Phone,0928111518,True,True
CNT0004705,CUS0002047,Email,zachary68@example.org,False,True
CNT0004706,CUS0002048,Phone,0857701338,True,True
CNT0004707,CUS0002048,Email,ulopez@example.net,False,True
CNT0004708,CUS0002049,Phone,0683748002,True,True
CNT0004709,CUS0002050,Phone,0645407633,True,True
CNT0004710,CUS0002050,Email,ryan27@example.com,False,True
CNT0004711,CUS0002050,LINE,@karenweeks,False,False
CNT0004712,CUS0002051,Phone,0953263805,True,True
CNT0004713,CUS0002051,Email,dunlapmaureen@example.org,False,True
CNT0004714,CUS0002051,LINE,@michelle37,False,False
CNT0004715,CUS0002052,Phone,0926261370,True,True
CNT0004716,CUS0002052,Email,sarahjones@example.net,False,True
CNT0004717,CUS0002053,Phone,0614989532,True,True
CNT0004718,CUS0002053,Email,michael51@example.com,False,True
CNT0004719,CUS0002054,Phone,0670221662,True,True
CNT0004720,CUS0002054,LINE,@liujames,False,False
CNT0004721,CUS0002055,Phone,0831669718,True,True
CNT0004722,CUS0002055,LINE,@bobby60,False,False
CNT0004723,CUS0002056,Phone,0957299143,True,True
CNT0004724,CUS0002056,Email,allenmelanie@example.com,False,True
CNT0004725,CUS0002057,Phone,0670428273,True,True
CNT0004726,CUS0002057,LINE,@ynichols,False,False
CNT0004727,CUS0002058,Phone,0992458330,True,True
CNT0004728,CUS0002058,Email,claudiayoung@example.net,False,True
CNT0004729,CUS0002059,Phone,0826590776,True,True
CNT0004730,CUS0002059,Email,ozavala@example.net,False,True
CNT0004731,CUS0002059,LINE,@frenchjames,False,False
CNT0004732,CUS0002060,Phone,0865105689,True,True
CNT0004733,CUS0002060,Email,matthew90@example.net,False,True
CNT0004734,CUS0002060,LINE,@leahcox,False,False
CNT0004735,CUS0002061,Phone,0942356020,True,True
CNT0004736,CUS0002061,Email,vincentaudrey@example.net,False,True
CNT0004737,CUS0002061,LINE,@phillipshaw,False,False
CNT0004738,CUS0002062,Phone,0698143439,True,True
CNT0004739,CUS0002062,Email,bmack@example.org,False,True
CNT0004740,CUS0002062,LINE,@ashley56,False,False
CNT0004741,CUS0002063,Phone,0866775940,True,True
CNT0004742,CUS0002063,Email,nicholaswilliams@example.com,False,True
CNT0004743,CUS0002063,LINE,@zachary66,False,False
CNT0004744,CUS0002064,Phone,0671989206,True,True
CNT0004745,CUS0002064,Email,sramirez@example.com,False,True
CNT0004746,CUS0002065,Phone,0620762766,True,True
CNT0004747,CUS0002065,Email,tarajohnson@example.net,False,True
CNT0004748,CUS0002066,Phone,0831495416,True,True
CNT0004749,CUS0002066,Email,taylorbrian@example.com,False,True
CNT0004750,CUS0002066,LINE,@wmyers,False,False
CNT0004751,CUS0002067,Phone,0980164907,True,True
CNT0004752,CUS0002067,Email,whitney12@example.org,False,True
CNT0004753,CUS0002068,Phone,0863737142,True,True
CNT0004754,CUS0002068,LINE,@ralphmoore,False,False
CNT0004755,CUS0002069,Phone,0834948191,True,True
CNT0004756,CUS0002069,Email,tammiewalker@example.org,False,True
CNT0004757,CUS0002070,Phone,0689434566,True,True
CNT0004758,CUS0002070,Email,nicole56@example.net,False,False
CNT0004759,CUS0002070,LINE,@daniel20,False,False
CNT0004760,CUS0002071,Phone,0894623950,True,True
CNT0004761,CUS0002071,LINE,@xgordon,False,False
CNT0004762,CUS0002072,Phone,0684537524,True,True
CNT0004763,CUS0002072,Email,moorenicole@example.net,False,True
CNT0004764,CUS0002072,LINE,@rachelwatson,False,False
CNT0004765,CUS0002073,Phone,0663107204,True,True
CNT0004766,CUS0002074,Phone,0623967620,True,True
CNT0004767,CUS0002074,Email,millerian@example.com,False,True
CNT0004768,CUS0002074,LINE,@donaldreed,False,False
CNT0004769,CUS0002075,Phone,0834910243,True,True
CNT0004770,CUS0002075,Email,moorekevin@example.net,False,True
CNT0004771,CUS0002076,Phone,0694214474,True,True
CNT0004772,CUS0002076,Email,brownjennifer@example.net,False,True
CNT0004773,CUS0002077,Phone,0963686422,True,True
CNT0004774,CUS0002077,Email,fballard@example.org,False,True
CNT0004775,CUS0002077,LINE,@jonesashley,False,False
CNT0004776,CUS0002078,Phone,0868399853,True,True
CNT0004777,CUS0002078,Email,fergusontina@example.net,False,True
CNT0004778,CUS0002079,Phone,0881873194,True,True
CNT0004779,CUS0002079,Email,sanchezcaitlin@example.com,False,True
CNT0004780,CUS0002080,Phone,0913062838,True,True
CNT0004781,CUS0002080,Email,tinachan@example.net,False,True
CNT0004782,CUS0002080,LINE,@ringram,False,False
CNT0004783,CUS0002081,Phone,0674287587,True,True
CNT0004784,CUS0002081,Email,reginaldcarr@example.org,False,True
CNT0004785,CUS0002082,Phone,0925188150,True,True
CNT0004786,CUS0002082,Email,youngkaren@example.com,False,True
CNT0004787,CUS0002082,LINE,@wongeric,False,False
CNT0004788,CUS0002083,Phone,0686178646,True,True
CNT0004789,CUS0002083,Email,alan87@example.com,False,True
CNT0004790,CUS0002084,Phone,0638629084,True,True
CNT0004791,CUS0002084,Email,wpeterson@example.net,False,True
CNT0004792,CUS0002084,LINE,@leslielawson,False,False
CNT0004793,CUS0002085,Phone,0633908752,True,True
CNT0004794,CUS0002086,Phone,0858492091,True,True
CNT0004795,CUS0002086,LINE,@zsnow,False,False
CNT0004796,CUS0002087,Phone,0681149625,True,True
CNT0004797,CUS0002087,Email,iallen@example.org,False,True
CNT0004798,CUS0002088,Phone,0845535736,True,True
CNT0004799,CUS0002088,LINE,@christopherthomas,False,False
CNT0004800,CUS0002089,Phone,0977755751,True,True
CNT0004801,CUS0002089,LINE,@mayroy,False,False
CNT0004802,CUS0002090,Phone,0925110357,True,True
CNT0004803,CUS0002090,Email,aaron55@example.com,False,True
CNT0004804,CUS0002090,LINE,@fcollins,False,False
CNT0004805,CUS0002091,Phone,0830042077,True,True
CNT0004806,CUS0002091,Email,smorales@example.net,False,True
CNT0004807,CUS0002091,LINE,@hlowery,False,False
CNT0004808,CUS0002092,Phone,0850897160,True,True
CNT0004809,CUS0002092,LINE,@cheryl97,False,False
CNT0004810,CUS0002093,Phone,0680471447,True,True
CNT0004811,CUS0002093,Email,joanntanner@example.net,False,True
CNT0004812,CUS0002093,LINE,@ilewis,False,False
CNT0004813,CUS0002094,Phone,0912777773,True,True
CNT0004814,CUS0002094,Email,aguirrecharles@example.com,False,False
CNT0004815,CUS0002095,Phone,0826797808,True,True
CNT0004816,CUS0002095,Email,rhondaharris@example.net,False,False
CNT0004817,CUS0002095,LINE,@tammy50,False,False
CNT0004818,CUS0002096,Phone,0927586690,True,True
CNT0004819,CUS0002096,Email,taylorcline@example.org,False,True
CNT0004820,CUS0002096,LINE,@ispears,False,False
CNT0004821,CUS0002097,Phone,0834517252,True,True
CNT0004822,CUS0002098,Phone,0940453386,True,True
CNT0004823,CUS0002098,Email,johnstondavid@example.com,False,True
CNT0004824,CUS0002098,LINE,@vwalton,False,False
CNT0004825,CUS0002099,Phone,0631715680,True,True
CNT0004826,CUS0002099,Email,halljack@example.org,False,True
CNT0004827,CUS0002099,LINE,@asullivan,False,False
CNT0004828,CUS0002100,Phone,0631107629,True,True
CNT0004829,CUS0002101,Phone,0837352786,True,True
CNT0004830,CUS0002101,LINE,@abigail53,False,False
CNT0004831,CUS0002102,Phone,0832530994,True,True
CNT0004832,CUS0002102,Email,melissa58@example.com,False,True
CNT0004833,CUS0002103,Phone,0688633113,True,True
CNT0004834,CUS0002103,Email,keith39@example.net,False,True
CNT0004835,CUS0002103,LINE,@johnperez,False,False
CNT0004836,CUS0002104,Phone,0647995994,True,True
CNT0004837,CUS0002104,Email,jcastillo@example.net,False,True
CNT0004838,CUS0002104,LINE,@joanne39,False,False
CNT0004839,CUS0002105,Phone,0668515830,True,True
CNT0004840,CUS0002105,Email,hpeterson@example.org,False,True
CNT0004841,CUS0002106,Phone,0889212553,True,True
CNT0004842,CUS0002106,Email,donald62@example.org,False,True
CNT0004843,CUS0002106,LINE,@warrenjacqueline,False,False
CNT0004844,CUS0002107,Phone,0991627936,True,True
CNT0004845,CUS0002107,LINE,@derek44,False,False
CNT0004846,CUS0002108,Phone,0858107578,True,True
CNT0004847,CUS0002108,LINE,@brobinson,False,False
CNT0004848,CUS0002109,Phone,0688259007,True,True
CNT0004849,CUS0002109,LINE,@stevenmullins,False,False
CNT0004850,CUS0002110,Phone,0695400409,True,True
CNT0004851,CUS0002110,Email,petersonjennifer@example.net,False,True
CNT0004852,CUS0002111,Phone,0858234598,True,True
CNT0004853,CUS0002111,Email,leslie59@example.net,False,True
CNT0004854,CUS0002112,Phone,0925143209,True,True
CNT0004855,CUS0002112,Email,brent41@example.net,False,True
CNT0004856,CUS0002112,LINE,@jacob15,False,False
CNT0004857,CUS0002113,Phone,0614438322,True,True
CNT0004858,CUS0002113,LINE,@johnsonjose,False,False
CNT0004859,CUS0002114,Phone,0614363518,True,True
CNT0004860,CUS0002114,Email,glam@example.org,False,True
CNT0004861,CUS0002115,Phone,0621025904,True,True
CNT0004862,CUS0002115,Email,joshua88@example.com,False,True
CNT0004863,CUS0002116,Phone,0947839868,True,True
CNT0004864,CUS0002116,Email,tfreeman@example.net,False,False
CNT0004865,CUS0002116,LINE,@fstokes,False,False
CNT0004866,CUS0002117,Phone,0974496318,True,True
CNT0004867,CUS0002117,Email,michaeldrake@example.net,False,True
CNT0004868,CUS0002117,LINE,@julie30,False,False
CNT0004869,CUS0002118,Phone,0931874532,True,True
CNT0004870,CUS0002118,Email,adrienne05@example.net,False,True
CNT0004871,CUS0002118,LINE,@singhjames,False,False
CNT0004872,CUS0002119,Phone,0827774415,True,True
CNT0004873,CUS0002119,Email,olivia63@example.net,False,True
CNT0004874,CUS0002119,LINE,@scollier,False,False
CNT0004875,CUS0002120,Phone,0863087591,True,True
CNT0004876,CUS0002120,Email,ugonzalez@example.org,False,True
CNT0004877,CUS0002121,Phone,0812800499,True,True
CNT0004878,CUS0002121,Email,rmiller@example.org,False,True
CNT0004879,CUS0002121,LINE,@cainwilliam,False,False
CNT0004880,CUS0002122,Phone,0983853816,True,True
CNT0004881,CUS0002122,Email,tracymendoza@example.net,False,True
CNT0004882,CUS0002122,LINE,@moranmatthew,False,False
CNT0004883,CUS0002123,Phone,0930153423,True,True
CNT0004884,CUS0002123,Email,johnsullivan@example.com,False,False
CNT0004885,CUS0002123,LINE,@laurie79,False,False
CNT0004886,CUS0002124,Phone,0925534871,True,True
CNT0004887,CUS0002124,Email,jamieortiz@example.com,False,True
CNT0004888,CUS0002125,Phone,0641538678,True,True
CNT0004889,CUS0002125,Email,hansentravis@example.org,False,True
CNT0004890,CUS0002126,Phone,0688183374,True,True
CNT0004891,CUS0002126,Email,phill@example.com,False,True
CNT0004892,CUS0002126,LINE,@hhernandez,False,False
CNT0004893,CUS0002127,Phone,0841494947,True,True
CNT0004894,CUS0002128,Phone,0935236249,True,True
CNT0004895,CUS0002129,Phone,0960296890,True,True
CNT0004896,CUS0002129,Email,claudia99@example.net,False,True
CNT0004897,CUS0002129,LINE,@jamie89,False,False
CNT0004898,CUS0002130,Phone,0814508755,True,True
CNT0004899,CUS0002130,Email,emily41@example.org,False,True
CNT0004900,CUS0002131,Phone,0810342445,True,True
CNT0004901,CUS0002131,Email,john74@example.com,False,True
CNT0004902,CUS0002132,Phone,0947630980,True,True
CNT0004903,CUS0002132,Email,davidfrazier@example.org,False,True
CNT0004904,CUS0002133,Phone,0949280034,True,True
CNT0004905,CUS0002133,Email,wintersadam@example.net,False,True
CNT0004906,CUS0002134,Phone,0967227176,True,True
CNT0004907,CUS0002134,Email,johnsonkayla@example.com,False,True
CNT0004908,CUS0002134,LINE,@taylormichael,False,False
CNT0004909,CUS0002135,Phone,0984474257,True,True
CNT0004910,CUS0002135,Email,uwalter@example.net,False,True
CNT0004911,CUS0002135,LINE,@smithcraig,False,False
CNT0004912,CUS0002136,Phone,0948852077,True,True
CNT0004913,CUS0002136,Email,gary61@example.com,False,True
CNT0004914,CUS0002137,Phone,0610176071,True,True
CNT0004915,CUS0002138,Phone,0689120062,True,True
CNT0004916,CUS0002138,LINE,@jeffreyschneider,False,False
CNT0004917,CUS0002139,Phone,0891426456,True,True
CNT0004918,CUS0002139,Email,matthewjackson@example.org,False,True
CNT0004919,CUS0002139,LINE,@larry56,False,False
CNT0004920,CUS0002140,Phone,0885097074,True,True
CNT0004921,CUS0002140,Email,alexis69@example.net,False,True
CNT0004922,CUS0002140,LINE,@glennemily,False,False
CNT0004923,CUS0002141,Phone,0977336084,True,True
CNT0004924,CUS0002141,Email,buckjoseph@example.com,False,True
CNT0004925,CUS0002142,Phone,0613888405,True,True
CNT0004926,CUS0002143,Phone,0682810981,True,True
CNT0004927,CUS0002143,LINE,@anthonyalexander,False,False
CNT0004928,CUS0002144,Phone,0952127257,True,True
CNT0004929,CUS0002144,Email,lbowen@example.net,False,True
CNT0004930,CUS0002144,LINE,@azimmerman,False,False
CNT0004931,CUS0002145,Phone,0872528167,True,True
CNT0004932,CUS0002145,Email,brookelopez@example.net,False,True
CNT0004933,CUS0002145,LINE,@jonesjason,False,False
CNT0004934,CUS0002146,Phone,0825469066,True,True
CNT0004935,CUS0002146,Email,cindywalker@example.net,False,True
CNT0004936,CUS0002147,Phone,0963306795,True,True
CNT0004937,CUS0002147,Email,ryanosborn@example.org,False,True
