lead_id,lead_source,customer_id,lead_full_name,phone,email,interested_product_id,owner_employee_id,status,created_at,score
LED000415,Partner,CUS0003743,,0959785419,kmartin@example.org,PRD-SAV01,EMP00161,Converted,2025-04-07T10:40:00,65
LED000416,Branch Walk-in,CUS0001411,,0859858141,sgutierrez@example.net,PRD-CC04,EMP00238,Disqualified,2025-05-31T04:07:00,5
LED000417,Branch Walk-in,,ปัตถพงษ์ เขียวอ่อน,0820156096,james87@example.com,PRD-FD02,EMP00369,Qualified,2025-11-02T15:20:00,27
LED000418,Branch Walk-in,CUS0005658,,0852508306,mvalentine@example.com,PRD-FD03,EMP00198,New,2025-12-26T18:02:00,88
LED000419,Campaign,CUS0005897,,0869758379,dtaylor@example.net,PRD-IN01,EMP00434,New,2025-04-26T21:06:00,33
LED000420,Branch Walk-in,,นวรรษนันท์ บัวเผื่อน,0815646689,glenn97@example.net,PRD-LN01,EMP00164,Disqualified,2025-01-26T06:58:00,47
LED000421,Branch Walk-in,CUS0008457,,0848199708,kprice@example.net,PRD-WL03,EMP00371,Contacted,2025-01-06T08:35:00,50
LED000422,Campaign,CUS0004792,,0945997863,bradleysalazar@example.net,PRD-CC02,EMP00469,Qualified,2025-04-24T17:19:00,49
LED000423,Partner,,ดวงจันทร์ ถนิมมาศ,0890104727,james08@example.com,PRD-DG02,EMP00171,Contacted,2026-02-01T22:10:00,16
LED000424,Partner,CUS0005484,,0893234175,lisabryant@example.net,PRD-IN01,EMP00162,Contacted,2026-01-12T09:20:00,40
LED000425,Referral,CUS0001756,,0632180861,gary70@example.com,PRD-SAV02,EMP00363,New,2026-02-21T04:57:00,34
LED000426,Campaign,CUS0006299,,0818113620,christinabutler@example.com,PRD-LN04,EMP00499,Qualified,2025-04-28T11:49:00,8
LED000427,Branch Walk-in,,กิ่งแก้ว แนวพญา,0663671458,chasedana@example.com,PRD-SAV01,EMP00121,Qualified,2025-04-27T05:34:00,4
LED000428,Cold Call,CUS0001133,,0873434030,campbellshawn@example.org,PRD-SAV01,EMP00263,Disqualified,2025-08-22T20:46:00,82
LED000429,Campaign,CUS0008481,,0957804348,tammymiller@example.org,PRD-CC03,EMP00456,Qualified,2025-02-07T10:24:00,7
LED000430,Branch Walk-in,CUS0000854,,0845065548,ryan36@example.org,PRD-IN02,EMP00475,Disqualified,2025-12-09T20:46:00,43
LED000431,Campaign,,มาสิตะ ธนูปกรณ์,0676667960,ulucas@example.org,PRD-DC01,EMP00419,Qualified,2025-05-21T14:03:00,12
LED000432,Web Form,CUS0000393,,0686927010,ucantrell@example.net,PRD-LN01,EMP00353,Disqualified,2025-12-19T16:35:00,2
LED000433,Campaign,CUS0008273,,0947084070,yburns@example.org,PRD-WL02,EMP00201,Qualified,2025-12-30T08:18:00,67
LED000434,Web Form,,ปัณณธร ทรงโกมล,0999100723,reyespenny@example.org,PRD-WL01,EMP00406,Converted,2025-11-15T19:32:00,45
LED000435,Campaign,CUS0005890,,0912548206,jeffrey45@example.net,PRD-FD03,EMP00373,New,2025-08-28T01:00:00,85
LED000436,Branch Walk-in,CUS0000027,,0942888262,cbryan@example.com,PRD-LN03,EMP00358,Converted,2025-08-07T13:52:00,98
LED000437,Referral,,วรดาพร ถาวรายุศม์,0898929686,millerthomas@example.com,PRD-LN01,EMP00105,Disqualified,2025-03-12T00:06:00,28
LED000438,Cold Call,CUS0004618,,0619050175,martinpeter@example.net,PRD-CUR01,EMP00471,Qualified,2026-03-09T23:17:00,54
LED000439,Referral,CUS0001426,,0898466160,smithcolleen@example.org,PRD-FD02,EMP00414,New,2025-09-02T20:30:00,98
LED000440,Cold Call,CUS0006347,,0989732351,kchavez@example.org,PRD-CUR01,EMP00319,Disqualified,2026-02-21T01:41:00,66
LED000441,Web Form,,สุทธิณัฐ บุนยะศัพท์,0610204211,yholland@example.net,PRD-SAV02,EMP00144,Disqualified,2025-09-04T16:09:00,67
LED000442,Partner,,พิชาภพ อัตตนาถ,0678553445,dustinwilliams@example.com,PRD-DC01,EMP00324,Qualified,2025-08-21T14:01:00,93
LED000443,Web Form,CUS0005367,,0844327070,hilladam@example.org,PRD-FD02,EMP00413,Disqualified,2026-01-30T22:05:00,94
LED000444,Cold Call,CUS0005284,,0879191959,bcontreras@example.org,PRD-SAV02,EMP00012,Contacted,2025-10-25T18:55:00,6
LED000445,Cold Call,CUS0004322,,0615129874,nicholas15@example.org,PRD-DC01,EMP00049,Converted,2025-08-02T13:44:00,1
LED000446,Campaign,,สันชัย ทองสีไพล,0971139751,samuel41@example.org,PRD-LN04,EMP00417,Qualified,2025-03-21T15:56:00,0
LED000447,Cold Call,,สิราพร ขอหมั่นกลาง,0991716248,david85@example.net,PRD-LN03,EMP00263,Converted,2025-10-21T03:43:00,93
LED000448,Branch Walk-in,,อลิษา ทองสีไพล,0888077822,samuel60@example.com,PRD-WL01,EMP00019,Contacted,2026-03-14T21:48:00,74
LED000449,Campaign,,วีรชัย ดัตพันธุ์,0654225906,cruznicole@example.net,PRD-WL01,EMP00309,Qualified,2026-03-13T14:45:00,26
LED000450,Referral,CUS0004454,,0930728404,hoffmantiffany@example.org,PRD-IN02,EMP00449,Disqualified,2025-03-02T20:33:00,24
LED000451,Web Form,CUS0004647,,0830992447,wlewis@example.com,PRD-WL02,EMP00027,Disqualified,2026-03-04T00:04:00,24
LED000452,Campaign,CUS0004898,,0637319931,david88@example.net,PRD-CC01,EMP00112,New,2025-04-29T05:00:00,39
LED000453,Branch Walk-in,,วิสาร ตัณฑนุช,0964305229,ramirezmelissa@example.net,PRD-IN01,EMP00236,Disqualified,2026-05-01T20:16:00,82
LED000454,Branch Walk-in,,สิริลัดดา ถ้วนศรี,0656870316,fballard@example.net,PRD-LN02,EMP00109,Disqualified,2026-01-28T03:17:00,65
LED000455,Campaign,CUS0009013,,0820646403,jessica56@example.com,PRD-FD03,EMP00260,Converted,2025-11-20T02:56:00,44
LED000456,Campaign,CUS0008453,,0847068729,pkeller@example.org,PRD-SAV02,EMP00461,Contacted,2025-03-04T13:05:00,65
LED000457,Web Form,CUS0005946,,0975329293,kkidd@example.com,PRD-WL01,EMP00258,Contacted,2025-03-08T00:17:00,81
LED000458,Campaign,CUS0006628,,0640146855,brookeroberts@example.org,PRD-FD03,EMP00340,Contacted,2025-09-02T07:38:00,65
LED000459,Cold Call,CUS0000078,,0849194035,turnerjason@example.net,PRD-LN04,EMP00392,Qualified,2025-02-25T06:24:00,94
LED000460,Cold Call,,สิทธิชัย มิ่งขวัญ,0914762691,amanda89@example.com,PRD-CC02,EMP00377,Disqualified,2025-10-26T17:07:00,0
LED000461,Campaign,CUS0004838,,0868719834,rriley@example.com,PRD-SAV01,EMP00412,Qualified,2025-03-31T15:43:00,51
LED000462,Referral,,ทานตะวัน ทับทิมไทย,0653313497,veronicacameron@example.net,PRD-LN04,EMP00301,Converted,2026-01-08T18:44:00,22
LED000463,Web Form,CUS0000607,,0936673036,jason51@example.net,PRD-WL04,EMP00187,Qualified,2025-08-16T15:39:00,2
LED000464,Web Form,,ไพสิฐ ศิวะวรเวท,0924804450,jwright@example.net,PRD-IN02,EMP00091,Converted,2025-03-18T03:49:00,64
LED000465,Cold Call,,วิชา ยางสวย,0621345502,thomashurst@example.com,PRD-FD01,EMP00253,Qualified,2026-02-02T19:18:00,32
LED000466,Partner,,ยศพนต์ หิรัญสาลี,0860620775,toddmonica@example.net,PRD-DG02,EMP00425,Converted,2025-06-22T10:58:00,9
LED000467,Partner,CUS0009843,,0659355168,qjohnson@example.org,PRD-IN01,EMP00418,Contacted,2025-05-10T03:36:00,5
LED000468,Partner,,สุทธิณัฐ ตระกูลบุญ,0997681007,stephanie68@example.org,PRD-CC01,EMP00265,Converted,2026-02-17T18:26:00,24
LED000469,Partner,CUS0005767,,0610504875,davisangela@example.net,PRD-CC04,EMP00378,Disqualified,2026-03-23T21:29:00,79
LED000470,Web Form,,กฤตพร เนื้อนุ่ม,0843233264,johnheath@example.org,PRD-CC02,EMP00441,Qualified,2026-01-03T20:59:00,52
LED000471,Branch Walk-in,CUS0008350,,0918922701,campbellamanda@example.com,PRD-LN04,EMP00054,Qualified,2025-06-26T18:47:00,32
LED000472,Cold Call,,เทอดศักดิ์ ทองสุกเลิศ,0832757867,megan30@example.net,PRD-DG01,EMP00496,Qualified,2025-08-01T17:40:00,67
LED000473,Partner,,อัครพนธ์ ขันธุลา,0946167103,danielnguyen@example.org,PRD-CC03,EMP00386,Qualified,2025-11-12T01:20:00,89
LED000474,Referral,,อรจิรา เจริญรัมย์,0655330274,bakersara@example.com,PRD-SAV01,EMP00204,Disqualified,2026-02-25T08:54:00,39
LED000475,Partner,,เกียรติศักดิ์ สงประเสริฐ,0828626669,timothy18@example.net,PRD-DG02,EMP00337,Qualified,2025-10-24T21:52:00,31
LED000476,Referral,CUS0003033,,0954460289,fostercynthia@example.net,PRD-LN04,EMP00380,New,2025-09-02T18:56:00,52
LED000477,Referral,,เฉลิมรัฐ นุ่มกัน,0869916854,shawn29@example.org,PRD-CUR01,EMP00123,Converted,2025-07-10T20:31:00,35
LED000478,Referral,CUS0006693,,0964657308,martinezjessica@example.com,PRD-CUR01,EMP00304,Disqualified,2025-08-21T11:18:00,93
LED000479,Campaign,CUS0002280,,0857606030,scottrandy@example.org,PRD-DG01,EMP00155,Contacted,2025-10-23T20:43:00,14
LED000480,Campaign,CUS0002513,,0855131864,moorecarrie@example.org,PRD-WL03,EMP00403,Disqualified,2026-03-15T22:06:00,47
LED000481,Cold Call,CUS0001269,,0666328293,aguirredana@example.net,PRD-SAV02,EMP00162,Contacted,2026-02-07T01:37:00,45
LED000482,Web Form,CUS0000572,,0884544204,jack83@example.com,PRD-IN02,EMP00409,New,2025-12-01T16:22:00,21
LED000483,Campaign,,สมมล เดชวา,0921949685,lorettamorales@example.net,PRD-DG01,EMP00163,Contacted,2025-04-14T06:36:00,64
LED000484,Partner,CUS0003006,,0622728765,leachlance@example.net,PRD-DC02,EMP00476,Qualified,2025-08-30T22:08:00,86
LED000485,Cold Call,CUS0007153,,0675534653,kayla55@example.net,PRD-LN04,EMP00080,Qualified,2025-07-27T14:44:00,1
LED000486,Cold Call,CUS0007428,,0952740795,samanthaevans@example.net,PRD-CC01,EMP00355,Disqualified,2025-10-23T02:17:00,34
LED000487,Branch Walk-in,,ศุภาศิล เนื่องนนท์,0644479861,claudia59@example.com,PRD-CC01,EMP00018,Qualified,2025-08-08T23:21:00,26
LED000488,Web Form,,อรพิณ ถาวระวรณ์,0855049513,john44@example.net,PRD-LN02,EMP00440,Disqualified,2026-04-14T12:43:00,61
LED000489,Referral,CUS0004006,,0676719508,ihenderson@example.net,PRD-DC01,EMP00070,Disqualified,2025-10-05T03:30:00,40
LED000490,Branch Walk-in,CUS0003786,,0683215770,dawnroach@example.com,PRD-WL03,EMP00480,Contacted,2025-05-05T21:20:00,66
LED000491,Web Form,,เอกชัย คำลือ,0614255559,jacob44@example.org,PRD-WL01,EMP00345,Qualified,2025-12-19T11:02:00,77
LED000492,Referral,,พันเทพ ศิวะวรเวท,0660981610,iwhite@example.com,PRD-LN02,EMP00107,New,2025-03-11T03:30:00,68
LED000493,Web Form,CUS0005889,,0824224205,vscott@example.com,PRD-WL01,EMP00390,New,2025-07-30T05:49:00,59
LED000494,Branch Walk-in,,จิตตานันท์ ธรรมฤดี,0670147282,samantha52@example.org,PRD-DC02,EMP00151,Converted,2025-07-19T16:46:00,27
LED000495,Cold Call,CUS0002468,,0654590140,laura87@example.com,PRD-LN04,EMP00036,New,2025-09-08T15:13:00,88
LED000496,Referral,,วรรณกร พรรษาสกุล,0675430800,jesse95@example.com,PRD-DC01,EMP00185,New,2026-01-30T00:45:00,87
LED000497,Partner,,พีรภัทร์ ตราชู,0685496878,ruth40@example.org,PRD-DC01,EMP00212,Converted,2025-07-26T23:10:00,92
LED000498,Campaign,,นุจรี นุชแนวนุ่ม,0951180229,adkinssandra@example.org,PRD-FD01,EMP00149,Qualified,2025-09-02T22:14:00,13
LED000499,Campaign,,เอกวิทย์ จันอ้น,0843379477,kelly52@example.org,PRD-WL02,EMP00259,Converted,2025-11-16T16:06:00,70
LED000500,Cold Call,CUS0000648,,0945020230,david83@example.org,PRD-WL04,EMP00027,New,2025-11-02T10:07:00,27
LED000501,Cold Call,,กะดิรัตน์ ทองสีไพล,0825139337,reynoldsdavid@example.net,PRD-LN01,EMP00434,Disqualified,2026-04-21T18:40:00,32
LED000502,Campaign,CUS0000281,,0927185193,gstrickland@example.com,PRD-CUR01,EMP00432,Converted,2025-03-06T06:00:00,44
LED000503,Campaign,CUS0009584,,0889259964,stevenfields@example.org,PRD-WL02,EMP00229,Qualified,2025-03-04T04:17:00,18
LED000504,Referral,CUS0006164,,0950658918,laurastevens@example.com,PRD-DC01,EMP00204,Qualified,2025-04-04T04:07:00,73
LED000505,Campaign,,กองสิน แต้กุล,0679777940,erichorn@example.net,PRD-DC02,EMP00123,Contacted,2025-12-17T02:42:00,46
LED000506,Referral,CUS0000358,,0828212912,robert58@example.com,PRD-FD01,EMP00487,New,2025-07-24T05:56:00,63
LED000507,Campaign,CUS0008560,,0965333536,ashley30@example.org,PRD-FD03,EMP00017,Contacted,2025-02-22T05:10:00,77
LED000508,Partner,CUS0003931,,0883963115,megan76@example.org,PRD-LN03,EMP00378,New,2025-07-16T01:42:00,98
LED000509,Partner,CUS0009464,,0868640061,anthonyosborne@example.com,PRD-FD01,EMP00140,Converted,2026-04-12T15:42:00,92
LED000510,Referral,CUS0001744,,0697367830,jacksontonya@example.org,PRD-SAV01,EMP00344,Disqualified,2026-02-10T21:54:00,66
LED000511,Branch Walk-in,CUS0005498,,0972274109,charles00@example.net,PRD-SAL01,EMP00165,Converted,2025-02-12T17:55:00,61
LED000512,Web Form,CUS0009000,,0616477771,johnsonrita@example.org,PRD-SAL01,EMP00160,Contacted,2026-04-16T09:54:00,78
LED000513,Referral,,โกวิทย์ ฉัตรอภิเที่ยงค่ำ,0857573304,wilsoncharles@example.com,PRD-SAV01,EMP00328,Contacted,2025-10-01T19:33:00,45
LED000514,Partner,CUS0007087,,0851073851,connie59@example.com,PRD-SAV01,EMP00081,Qualified,2025-02-10T00:03:00,61
LED000515,Branch Walk-in,CUS0007176,,0616835815,xpowers@example.net,PRD-CUR01,EMP00449,New,2025-08-19T20:05:00,81
LED000516,Referral,CUS0007842,,0878147369,asnyder@example.net,PRD-SAV01,EMP00078,New,2025-01-09T01:17:00,74
LED000517,Partner,,มะสูเกียน ไทยสุชาต,0829816954,leegallagher@example.net,PRD-DC01,EMP00342,Contacted,2025-01-06T11:33:00,98
LED000518,Branch Walk-in,CUS0004949,,0826811660,hlewis@example.org,PRD-SAV01,EMP00396,Disqualified,2025-03-25T09:22:00,40
LED000519,Web Form,CUS0004278,,0612235343,vaughanrebecca@example.org,PRD-WL01,EMP00419,Disqualified,2025-10-17T20:42:00,7
LED000520,Campaign,,พรรณปพร พรสีมา,0833710996,hendricksethan@example.com,PRD-WL01,EMP00408,New,2025-05-27T07:41:00,74
LED000521,Cold Call,CUS0005513,,0848361439,tavery@example.org,PRD-DG02,EMP00461,Converted,2025-11-02T15:32:00,12
LED000522,Web Form,CUS0003436,,0823582892,tylercollins@example.org,PRD-CUR01,EMP00260,Contacted,2025-11-03T15:33:00,51
LED000523,Cold Call,CUS0004592,,0847084826,jessica30@example.org,PRD-WL04,EMP00191,Contacted,2025-11-25T08:06:00,27
LED000524,Partner,CUS0002082,,0927059040,jordanjohn@example.net,PRD-DC02,EMP00375,New,2025-01-21T04:01:00,26
LED000525,Cold Call,CUS0004831,,0942455502,smithtimothy@example.org,PRD-CC02,EMP00111,New,2025-09-25T09:23:00,92
LED000526,Web Form,,นันทวรรณ นิติสาขา,0659451174,dnelson@example.com,PRD-LN03,EMP00273,Converted,2025-01-02T19:05:00,93
LED000527,Web Form,CUS0008559,,0635351484,nathan21@example.org,PRD-WL03,EMP00372,Disqualified,2025-06-23T14:58:00,14
LED000528,Cold Call,CUS0007024,,0847792305,mark63@example.net,PRD-CC02,EMP00211,Converted,2025-11-16T16:40:00,12
LED000529,Referral,CUS0002674,,0828340485,davidjenkins@example.org,PRD-WL04,EMP00239,Converted,2025-10-31T11:09:00,11
LED000530,Cold Call,CUS0003605,,0920867757,mathewsrobert@example.net,PRD-SAL01,EMP00160,Disqualified,2025-09-28T08:39:00,87
LED000531,Web Form,CUS0006322,,0665391693,jeremychen@example.net,PRD-DG02,EMP00359,Converted,2025-07-27T12:14:00,73
LED000532,Campaign,CUS0003037,,0979793007,thomasjimenez@example.net,PRD-DG01,EMP00235,Disqualified,2025-02-14T16:19:00,35
LED000533,Branch Walk-in,,นิรันดร์ นุ่มกัน,0669418720,sharonduncan@example.org,PRD-IN02,EMP00330,New,2025-07-29T21:56:00,78
LED000534,Campaign,CUS0004129,,0811941940,michael04@example.org,PRD-DG02,EMP00350,Qualified,2025-12-14T07:02:00,14
LED000535,Partner,CUS0002231,,0614546036,lisakelly@example.net,PRD-WL03,EMP00090,Qualified,2026-02-23T10:29:00,99
LED000536,Web Form,,ธมลพรรณ บุญญาไลย์,0947236852,laurenroman@example.net,PRD-SAL01,EMP00276,Disqualified,2026-01-16T06:16:00,21
LED000537,Partner,CUS0001416,,0922425376,deanbrenda@example.net,PRD-DG02,EMP00179,Qualified,2025-09-10T22:08:00,68
LED000538,Cold Call,,วันฉัตร เวียงจันทึก,0837537178,gilmoredavid@example.com,PRD-FD02,EMP00355,Qualified,2025-07-06T14:20:00,69
LED000539,Referral,,ฟิรยา พรรษาสกุล,0832877082,kbell@example.com,PRD-CC01,EMP00445,New,2025-03-15T05:53:00,53
LED000540,Cold Call,CUS0000943,,0910511291,jeremywalker@example.com,PRD-CUR01,EMP00024,Qualified,2026-02-08T00:23:00,15
LED000541,Referral,CUS0006405,,0932295473,wharris@example.com,PRD-CC02,EMP00222,Converted,2025-01-07T20:46:00,30
LED000542,Branch Walk-in,,ญาณพันธุ์ แนวพญา,0970240895,keith43@example.org,PRD-LN03,EMP00134,New,2026-02-18T17:18:00,31
LED000543,Cold Call,CUS0006207,,0693704356,dominguezchad@example.org,PRD-DG02,EMP00084,Qualified,2026-03-06T18:53:00,99
LED000544,Referral,CUS0005070,,0861560738,breanna55@example.com,PRD-WL03,EMP00283,New,2026-04-25T03:59:00,32
LED000545,Campaign,CUS0009914,,0992190136,heatherpeterson@example.org,PRD-WL02,EMP00008,Converted,2025-02-05T02:56:00,94
LED000546,Cold Call,,พิมพกานต์ ทวนทอง,0926759554,maddoxgabrielle@example.org,PRD-CC03,EMP00191,Qualified,2025-07-23T08:34:00,83
LED000547,Partner,CUS0003122,,0843498018,james64@example.net,PRD-LN02,EMP00242,New,2025-01-03T00:42:00,16
LED000548,Web Form,CUS0003575,,0629157931,andersonjames@example.com,PRD-DG02,EMP00055,Converted,2025-04-08T15:08:00,36
LED000549,Branch Walk-in,CUS0000273,,0914475864,johnsonbrandon@example.net,PRD-CC02,EMP00105,New,2026-03-18T05:56:00,41
LED000550,Cold Call,,ศรายุธ นุตตาร,0644077863,rogerstiffany@example.com,PRD-DC01,EMP00117,Contacted,2025-02-18T05:10:00,27
LED000551,Partner,CUS0000746,,0669429729,katie83@example.com,PRD-CC01,EMP00483,New,2025-02-03T00:32:00,33
LED000552,Cold Call,CUS0004278,,0637016775,robertsbrooke@example.com,PRD-LN02,EMP00365,Contacted,2025-07-14T17:13:00,66
LED000553,Campaign,CUS0008264,,0851497579,jimenezdillon@example.net,PRD-LN03,EMP00100,Disqualified,2025-03-19T08:44:00,47
LED000554,Cold Call,CUS0007822,,0880174455,paula75@example.com,PRD-LN04,EMP00073,Qualified,2025-03-13T20:27:00,22
LED000555,Cold Call,CUS0006307,,0627244829,phillipsthomas@example.org,PRD-LN03,EMP00394,Contacted,2025-06-27T02:37:00,90
LED000556,Cold Call,,วุฒิ ทวนไชย์,0961049471,smithrichard@example.org,PRD-CC01,EMP00352,Qualified,2025-01-21T15:47:00,46
LED000557,Web Form,CUS0004120,,0899265405,traciadams@example.org,PRD-DG01,EMP00447,New,2025-12-20T02:01:00,89
LED000558,Partner,CUS0001629,,0947740163,nathanbowers@example.org,PRD-IN01,EMP00256,New,2025-05-11T02:20:00,27
LED000559,Branch Walk-in,CUS0001585,,0953547979,brandon02@example.com,PRD-CC04,EMP00491,Contacted,2025-03-04T13:49:00,39
LED000560,Partner,,ขอดิเยาะ ผลบุญ,0692971249,hardingabrielle@example.com,PRD-CC01,EMP00261,Disqualified,2025-01-24T02:06:00,75
LED000561,Branch Walk-in,,เสรี เจริญรัมย์,0947498729,francisco83@example.net,PRD-FD02,EMP00216,Disqualified,2025-07-02T08:47:00,20
LED000562,Cold Call,,เรืองเกียรติ นากกนก,0853200887,hugheswesley@example.com,PRD-IN02,EMP00295,Disqualified,2026-02-15T16:19:00,31
LED000563,Cold Call,,มะสูเกียน ถนัดภาษา,0612088147,johnsonsandra@example.net,PRD-DC01,EMP00094,Disqualified,2026-02-01T18:24:00,72
LED000564,Branch Walk-in,CUS0009424,,0910416280,ashleymorris@example.net,PRD-CC04,EMP00079,Converted,2025-07-19T15:17:00,82
LED000565,Referral,CUS0009302,,0954764872,williamsjordan@example.net,PRD-DC01,EMP00147,Disqualified,2025-01-22T06:04:00,82
LED000566,Campaign,,จักรีรัตน์ เดชคุ้ม,0652193532,zrobinson@example.org,PRD-FD03,EMP00327,Qualified,2025-09-04T07:10:00,45
LED000567,Branch Walk-in,,บุญพา พีระเพ็ญกุล,0849430183,omccarthy@example.net,PRD-CC03,EMP00028,Converted,2025-06-20T01:25:00,53
LED000568,Referral,,ประวี ดาบเงิน,0853942964,othomas@example.net,PRD-SAV01,EMP00052,Converted,2025-04-08T04:29:00,41
LED000569,Web Form,CUS0008847,,0980699261,webbjames@example.com,PRD-LN02,EMP00318,Qualified,2025-05-25T11:09:00,25
LED000570,Branch Walk-in,CUS0001187,,0986267293,thomasalexis@example.com,PRD-LN04,EMP00421,Qualified,2025-10-21T23:25:00,82
LED000571,Cold Call,CUS0009408,,0634330476,elizabeth82@example.net,PRD-CC01,EMP00394,Disqualified,2025-08-27T07:32:00,75
LED000572,Cold Call,CUS0005254,,0939457734,nicolemitchell@example.org,PRD-CC04,EMP00064,Disqualified,2025-06-24T23:45:00,24
LED000573,Branch Walk-in,,สิราพร เนื่องนนท์,0664072087,alexiswoods@example.net,PRD-LN03,EMP00357,Disqualified,2025-11-06T00:01:00,92
LED000574,Cold Call,CUS0008445,,0964557055,holly68@example.net,PRD-FD03,EMP00089,Disqualified,2025-07-24T22:06:00,65
LED000575,Partner,CUS0003680,,0980809099,yvetteduncan@example.net,PRD-FD03,EMP00435,Qualified,2025-02-24T14:11:00,70
LED000576,Cold Call,,ณัฐธิตา ธาราธร,0674966147,hfarmer@example.net,PRD-IN01,EMP00445,Disqualified,2026-03-19T22:13:00,94
LED000577,Branch Walk-in,,สมปอง นามขำ,0690948019,walter64@example.com,PRD-WL01,EMP00445,New,2026-03-22T21:53:00,58
LED000578,Campaign,CUS0009368,,0819373284,jenniferreed@example.org,PRD-WL04,EMP00121,Disqualified,2025-09-25T19:13:00,99
LED000579,Referral,CUS0006453,,0959018564,franklinsamantha@example.org,PRD-WL03,EMP00312,Qualified,2026-01-17T17:51:00,74
LED000580,Referral,CUS0006591,,0885798848,taylorjohnson@example.com,PRD-SAL01,EMP00310,Qualified,2025-01-23T13:18:00,44
LED000581,Referral,CUS0005267,,0818011895,heatherbutler@example.net,PRD-SAV02,EMP00188,Converted,2025-09-19T07:13:00,23
LED000582,Web Form,,ทับทิม โพธิสัตย์,0966635931,duffydiana@example.org,PRD-WL04,EMP00005,Contacted,2025-12-07T03:05:00,62
LED000583,Referral,,สุพัตร บินดี,0825285366,frank19@example.com,PRD-WL02,EMP00052,Converted,2025-09-30T05:28:00,82
LED000584,Branch Walk-in,CUS0000076,,0625622754,ubaker@example.com,PRD-DC01,EMP00332,Converted,2025-08-07T11:56:00,73
LED000585,Branch Walk-in,CUS0003180,,0871171368,lmartinez@example.com,PRD-WL03,EMP00009,Disqualified,2025-07-30T00:19:00,74
LED000586,Web Form,CUS0005302,,0642874951,bryan78@example.com,PRD-LN01,EMP00331,New,2025-05-07T06:34:00,69
LED000587,Cold Call,CUS0009983,,0851809563,sabrina61@example.org,PRD-CC04,EMP00070,Disqualified,2025-04-05T22:32:00,47
LED000588,Branch Walk-in,CUS0005515,,0813268151,smithdorothy@example.net,PRD-CC04,EMP00149,Converted,2025-12-29T18:08:00,83
LED000589,Branch Walk-in,,ณิชาภัทร ธุวะนุติ์,0820130689,donaldhumphrey@example.net,PRD-CC01,EMP00091,Disqualified,2025-04-10T12:36:00,87
LED000590,Cold Call,CUS0001806,,0844716708,prandolph@example.com,PRD-DC01,EMP00202,New,2026-01-06T13:13:00,39
LED000591,Cold Call,,สุรนัย ธีวร,0864774488,ugallagher@example.com,PRD-CC01,EMP00088,Disqualified,2025-01-25T09:55:00,55
LED000592,Referral,,ฐิติวุฒิ สุวรรณหงษ์,0946966904,vjames@example.com,PRD-CC02,EMP00021,Qualified,2025-01-07T18:03:00,97
LED000593,Cold Call,CUS0004271,,0880916935,johnsonemily@example.com,PRD-WL03,EMP00182,Contacted,2025-02-11T16:59:00,70
LED000594,Referral,,อัญพัชร์ ไทนิยม,0977551882,fgray@example.net,PRD-CC01,EMP00389,Qualified,2025-08-20T19:03:00,49
LED000595,Web Form,,ศดิศ นาฏคายี,0912468575,rhonda07@example.net,PRD-SAV01,EMP00023,Converted,2025-10-01T16:59:00,8
LED000596,Referral,CUS0002751,,0921650304,roberthopkins@example.com,PRD-DG01,EMP00220,Converted,2025-03-19T21:39:00,80
LED000597,Branch Walk-in,,ธีร์ธวันาย ศรีอุ่น,0964424448,debra18@example.net,PRD-CC04,EMP00083,Qualified,2025-06-20T20:17:00,33
LED000598,Web Form,,อรพิณ นกทอง,0912521881,harrellian@example.org,PRD-WL02,EMP00129,Contacted,2025-09-09T07:53:00,66
LED000599,Web Form,CUS0001108,,0838745554,ibell@example.com,PRD-LN03,EMP00474,Qualified,2026-03-08T05:50:00,70
LED000600,Web Form,CUS0004002,,0950449317,jesus64@example.com,PRD-WL04,EMP00329,Contacted,2025-11-11T12:22:00,12
LED000601,Referral,,ประไพพักตร์ นุชแนวนุ่ม,0945670133,johncollins@example.net,PRD-SAV02,EMP00153,Converted,2025-04-14T09:58:00,84
LED000602,Cold Call,,ธีรวัช เดชคุ้ม,0963209646,hendersonveronica@example.org,PRD-CC02,EMP00346,Qualified,2025-05-11T06:30:00,49
LED000603,Campaign,CUS0002269,,0991043983,zbrooks@example.net,PRD-IN01,EMP00360,Contacted,2025-03-06T06:10:00,25
LED000604,Campaign,CUS0002110,,0669066120,njohnson@example.net,PRD-CC01,EMP00164,Qualified,2025-03-16T12:59:00,77
LED000605,Web Form,,สินสมุทร บุนยะตีรณะ,0879075673,maryjoseph@example.com,PRD-IN02,EMP00267,Contacted,2026-02-13T16:57:00,35
LED000606,Cold Call,CUS0007890,,0949923222,vhenry@example.net,PRD-CC02,EMP00188,Qualified,2026-01-08T18:26:00,44
LED000607,Web Form,,อำไพ สังข์กรด,0838141693,zimmermandonald@example.com,PRD-WL03,EMP00099,Qualified,2026-04-17T09:14:00,38
LED000608,Partner,CUS0006181,,0978549273,fmiller@example.org,PRD-DC02,EMP00457,New,2025-08-07T16:22:00,60
LED000609,Branch Walk-in,CUS0004764,,0972536326,keithaaron@example.org,PRD-SAL01,EMP00400,Contacted,2025-05-21T22:12:00,11
LED000610,Web Form,CUS0008041,,0987169944,robin33@example.com,PRD-WL04,EMP00041,Disqualified,2025-10-12T05:24:00,0
