account_id,account_number,primary_customer_id,product_id,branch_id,open_date,currency,current_balance_thb,available_balance_thb,status
ACC00004842,113-2-12473-2,CUS0001042,PRD-SAV02,BR0048,2026-01-23,THB,1162367.05,1139119.71,Active
ACC00004843,801-7-53752-9,CUS0000953,PRD-SAV02,BR0031,2026-02-05,THB,3231.69,3167.06,Active
ACC00004844,655-1-82325-7,CUS0008078,PRD-SAV01,BR0002,2021-12-10,THB,1665296.15,1631990.23,Active
ACC00004845,813-4-52747-6,CUS0007558,PRD-SAV02,BR0022,2023-12-08,THB,16122.88,15800.42,Active
ACC00004846,780-4-27936-8,CUS0006050,PRD-SAV02,BR0004,2020-05-02,THB,174874.39,171376.9,Active
ACC00004847,774-6-30308-3,CUS0002426,PRD-SAL01,BR0037,2025-12-24,THB,80386.06,78778.34,Active
ACC00004848,907-8-11885-0,CUS0002943,PRD-SAV01,BR0044,2020-06-18,THB,1509669.84,1479476.44,Closed
ACC00004849,583-6-49390-4,CUS0009679,PRD-SAV02,BR0031,2018-06-24,THB,26268.49,25743.12,Active
ACC00004850,135-7-13306-8,CUS0008379,PRD-SAL01,BR0048,2021-06-18,THB,7058.11,6916.95,Active
ACC00004851,323-8-68167-5,CUS0000862,PRD-SAV01,BR0027,2019-10-25,THB,16604.71,16272.62,Active
ACC00004852,958-9-25419-6,CUS0009322,PRD-SAV01,BR0024,2023-02-20,THB,5848.72,5731.75,Active
ACC00004853,586-4-77263-1,CUS0006697,PRD-SAV02,BR0008,2025-06-01,THB,716336.44,702009.71,Closed
ACC00004854,406-6-97114-1,CUS0005545,PRD-SAL01,BR0043,2018-08-28,THB,17749.06,17394.08,Active
ACC00004855,575-4-79650-6,CUS0007031,PRD-CUR01,BR0032,2022-12-21,THB,122128.41,119685.84,Active
ACC00004856,204-8-81118-1,CUS0002940,PRD-SAV02,BR0040,2025-06-08,THB,109452.86,107263.8,Active
ACC00004857,462-1-96765-4,CUS0005683,PRD-SAV02,BR0002,2020-01-12,THB,18914.54,18536.25,Active
ACC00004858,248-3-87821-4,CUS0005614,PRD-SAL01,BR0024,2025-05-16,THB,159127.4,155944.85,Active
ACC00004859,130-9-62795-9,CUS0006348,PRD-SAV02,BR0031,2019-11-20,THB,13230.6,12965.99,Active
ACC00004860,798-4-56907-3,CUS0004302,PRD-SAL01,BR0005,2023-06-18,THB,1022657.14,1002204.0,Active
ACC00004861,101-0-35935-2,CUS0009727,PRD-SAL01,BR0022,2023-09-22,THB,2798.14,2742.18,Active
ACC00004862,871-2-96380-8,CUS0004093,PRD-CUR01,BR0040,2020-04-02,THB,255830.05,250713.45,Active
ACC00004863,719-2-69220-2,CUS0000543,PRD-CUR01,BR0018,2025-12-14,THB,275262.74,269757.49,Active
ACC00004864,788-8-19687-6,CUS0003696,PRD-SAV01,BR0022,2019-01-26,THB,30986.54,30366.81,Active
ACC00004865,928-5-34801-2,CUS0006302,PRD-SAV02,BR0015,2022-11-05,THB,72114.53,70672.24,Active
ACC00004866,921-1-32063-1,CUS0008234,PRD-SAV01,BR0027,2023-11-03,THB,1128318.65,1105752.28,Active
ACC00004867,470-0-19754-1,CUS0003565,PRD-CUR01,BR0016,2020-08-15,THB,61965.81,60726.49,Active
ACC00004868,844-0-91895-9,CUS0008018,PRD-CUR01,BR0035,2024-05-30,THB,92418.86,90570.48,Active
ACC00004869,913-8-95473-0,CUS0009666,PRD-SAL01,BR0049,2025-11-10,THB,10335.24,10128.54,Active
ACC00004870,498-8-42650-7,CUS0006957,PRD-SAL01,BR0047,2025-04-16,THB,1931103.64,1892481.57,Active
ACC00004871,557-0-71941-4,CUS0000686,PRD-SAL01,BR0043,2019-07-28,THB,10588.55,10376.78,Active
ACC00004872,366-5-64030-0,CUS0001792,PRD-SAL01,BR0049,2019-08-12,THB,586450.04,574721.04,Dormant
ACC00004873,180-4-60659-9,CUS0009345,PRD-SAL01,BR0018,2023-10-28,THB,101760.08,99724.88,Active
ACC00004874,454-0-14258-6,CUS0004674,PRD-SAV02,BR0029,2018-12-23,THB,7618.46,7466.09,Active
ACC00004875,248-9-93963-4,CUS0005953,PRD-SAV01,BR0001,2019-12-19,THB,1727237.95,1692693.19,Active
ACC00004876,155-2-50635-2,CUS0009197,PRD-SAV01,BR0003,2019-12-16,THB,722663.65,708210.38,Active
ACC00004877,794-4-50907-1,CUS0006634,PRD-SAV01,BR0029,2021-01-25,THB,930141.9,911539.06,Active
ACC00004878,947-7-94899-4,CUS0004417,PRD-CUR01,BR0029,2025-03-26,THB,106476.24,104346.72,Active
ACC00004879,302-9-38824-0,CUS0000619,PRD-SAL01,BR0004,2023-02-02,THB,1896642.67,1858709.82,Active
ACC00004880,986-1-10498-0,CUS0004099,PRD-SAL01,BR0043,2023-12-24,THB,196643.88,192711.0,Closed
ACC00004881,641-3-21136-8,CUS0009323,PRD-SAL01,BR0040,2018-12-08,THB,1247107.52,1222165.37,Active
ACC00004882,742-0-24700-6,CUS0001190,PRD-SAV02,BR0025,2018-03-04,THB,165631.13,162318.51,Active
ACC00004883,826-4-31888-1,CUS0007470,PRD-SAL01,BR0046,2020-08-04,THB,4581.86,4490.22,Active
ACC00004884,953-6-67665-4,CUS0004433,PRD-SAV01,BR0017,2023-02-11,THB,15854.12,15537.04,Active
ACC00004885,449-1-84678-8,CUS0005374,PRD-SAL01,BR0017,2024-08-27,THB,11386.98,11159.24,Active
ACC00004886,671-4-65153-4,CUS0008400,PRD-SAL01,BR0040,2021-03-31,THB,59566.91,58375.57,Active
ACC00004887,730-9-78005-9,CUS0007038,PRD-SAL01,BR0008,2024-06-22,THB,494463.68,484574.41,Active
ACC00004888,653-9-75759-9,CUS0003442,PRD-CUR01,BR0013,2020-12-16,THB,12669.06,12415.68,Active
ACC00004889,929-4-50836-2,CUS0003713,PRD-SAV01,BR0004,2023-04-05,THB,10347.72,10140.77,Active
ACC00004890,179-7-58032-5,CUS0000606,PRD-SAV02,BR0028,2025-06-22,THB,134828.73,132132.16,Active
ACC00004891,751-3-69706-6,CUS0007742,PRD-SAV02,BR0035,2024-01-01,THB,1951698.29,1912664.32,Dormant
ACC00004892,785-3-26425-1,CUS0003075,PRD-SAV02,BR0016,2024-07-28,THB,4884.74,4787.05,Active
ACC00004893,479-1-87220-8,CUS0005897,PRD-SAL01,BR0038,2026-02-16,THB,944766.35,925871.02,Active
ACC00004894,121-7-25565-3,CUS0009796,PRD-SAL01,BR0024,2021-02-12,THB,4039.93,3959.13,Active
ACC00004895,366-3-17546-0,CUS0007926,PRD-CUR01,BR0002,2020-02-04,THB,8603.33,8431.26,Active
ACC00004896,570-6-27273-3,CUS0008977,PRD-SAL01,BR0009,2025-10-06,THB,4877.63,4780.08,Active
ACC00004897,332-9-64426-5,CUS0007116,PRD-SAV02,BR0045,2022-05-19,THB,4058.71,3977.54,Active
ACC00004898,557-0-43385-1,CUS0001226,PRD-SAV01,BR0021,2018-07-16,THB,52411.8,51363.56,Active
ACC00004899,304-5-37647-8,CUS0000077,PRD-SAV01,BR0029,2022-02-13,THB,1760510.28,1725300.07,Active
ACC00004900,910-5-39953-3,CUS0005683,PRD-SAL01,BR0026,2023-06-09,THB,768247.75,752882.8,Active
ACC00004901,280-9-60660-4,CUS0004611,PRD-SAL01,BR0041,2018-05-13,THB,1744015.23,1709134.93,Active
ACC00004902,249-6-80430-0,CUS0008345,PRD-SAL01,BR0006,2021-08-05,THB,116939.25,114600.46,Active
ACC00004903,532-3-60009-1,CUS0002937,PRD-SAV02,BR0027,2021-01-14,THB,191567.2,187735.86,Active
ACC00004904,324-5-40701-7,CUS0003171,PRD-SAL01,BR0019,2023-09-29,THB,16007.94,15687.78,Active
ACC00004905,273-1-65410-1,CUS0005377,PRD-SAV02,BR0010,2025-09-09,THB,43984.78,43105.08,Active
ACC00004906,102-5-11055-7,CUS0005869,PRD-CUR01,BR0005,2020-11-11,THB,322948.23,316489.27,Active
ACC00004907,625-1-70392-7,CUS0008271,PRD-CUR01,BR0047,2018-01-15,THB,14585.68,14293.97,Active
ACC00004908,612-8-86977-2,CUS0008168,PRD-CUR01,BR0016,2025-03-11,THB,7634.12,7481.44,Active
ACC00004909,465-8-58219-4,CUS0000878,PRD-SAL01,BR0042,2022-08-16,THB,1242332.61,1217485.96,Active
ACC00004910,106-4-94691-8,CUS0001586,PRD-SAV01,BR0025,2021-03-30,THB,1435132.91,1406430.25,Active
ACC00004911,698-9-42406-6,CUS0003974,PRD-SAV02,BR0008,2023-11-27,THB,450.14,441.14,Active
ACC00004912,318-5-26313-7,CUS0002513,PRD-SAV02,BR0049,2023-04-21,THB,767925.33,752566.82,Active
ACC00004913,212-5-69744-8,CUS0007759,PRD-SAV01,BR0037,2022-02-26,THB,8688.04,8514.28,Active
ACC00004914,983-9-79004-6,CUS0003592,PRD-CUR01,BR0037,2019-03-27,THB,72062.28,70621.03,Active
ACC00004915,950-6-25701-2,CUS0000790,PRD-SAV01,BR0036,2022-10-15,THB,76632.92,75100.26,Active
ACC00004916,977-4-38650-6,CUS0007571,PRD-SAV02,BR0046,2025-02-17,THB,50477.41,49467.86,Active
ACC00004917,538-3-13698-5,CUS0004023,PRD-CUR01,BR0016,2022-11-08,THB,119697.86,117303.9,Active
ACC00004918,444-1-86401-2,CUS0002634,PRD-CUR01,BR0016,2019-01-27,THB,91933.99,90095.31,Active
ACC00004919,202-0-44042-3,CUS0005378,PRD-SAV01,BR0015,2018-08-07,THB,196649.21,192716.23,Active
ACC00004920,962-2-33297-5,CUS0000124,PRD-SAV01,BR0016,2018-02-07,THB,19869.46,19472.07,Active
ACC00004921,265-0-56646-1,CUS0002141,PRD-SAV01,BR0004,2024-10-12,THB,145816.53,142900.2,Dormant
ACC00004922,510-5-22725-9,CUS0007614,PRD-CUR01,BR0016,2025-11-14,THB,86.21,84.49,Active
ACC00004923,515-0-40149-1,CUS0003526,PRD-CUR01,BR0020,2025-07-31,THB,6857.03,6719.89,Active
ACC00004924,270-3-39866-4,CUS0000872,PRD-SAL01,BR0045,2022-12-07,THB,1189851.3,1166054.27,Active
ACC00004925,775-2-40773-7,CUS0007096,PRD-SAV01,BR0020,2018-01-14,THB,183451.28,179782.25,Active
ACC00004926,972-7-12487-0,CUS0002066,PRD-SAV02,BR0012,2021-05-26,THB,71274.36,69848.87,Active
ACC00004927,597-4-45127-5,CUS0005443,PRD-SAV02,BR0012,2024-04-26,THB,34065.66,33384.35,Active
ACC00004928,267-7-41390-7,CUS0000740,PRD-SAL01,BR0010,2024-03-03,THB,21532.89,21102.23,Active
ACC00004929,596-0-13258-4,CUS0005070,PRD-SAV02,BR0036,2022-08-07,THB,1208118.53,1183956.16,Active
ACC00004930,287-7-37813-7,CUS0008031,PRD-CUR01,BR0043,2022-08-10,THB,160475.87,157266.35,Active
ACC00004931,233-1-95461-2,CUS0006200,PRD-CUR01,BR0024,2019-08-22,THB,85172.02,83468.58,Active
ACC00004932,454-6-37948-7,CUS0008879,PRD-SAL01,BR0049,2022-12-06,THB,5564.56,5453.27,Active
ACC00004933,600-4-33273-2,CUS0006932,PRD-SAL01,BR0006,2023-06-16,THB,1897373.19,1859425.73,Active
ACC00004934,726-5-38525-6,CUS0003116,PRD-SAV02,BR0002,2021-09-04,THB,2524.02,2473.54,Active
ACC00004935,877-3-57445-0,CUS0002227,PRD-SAL01,BR0021,2024-01-28,THB,85878.3,84160.73,Active
ACC00004936,441-3-95532-3,CUS0003542,PRD-SAL01,BR0043,2026-04-15,THB,10229.72,10025.13,Dormant
ACC00004937,565-2-10474-8,CUS0006739,PRD-CUR01,BR0033,2023-11-25,THB,1226368.86,1201841.48,Dormant
ACC00004938,635-0-19781-3,CUS0007778,PRD-SAL01,BR0004,2023-08-28,THB,1875324.75,1837818.26,Active
ACC00004939,627-7-70780-9,CUS0006459,PRD-SAL01,BR0036,2024-02-19,THB,44867.53,43970.18,Active
ACC00004940,218-9-86907-6,CUS0003078,PRD-SAV02,BR0007,2023-11-09,THB,13475.73,13206.22,Active
ACC00004941,992-6-58709-0,CUS0000954,PRD-SAL01,BR0026,2023-05-30,THB,1089913.12,1068114.86,Active
ACC00004942,558-6-26297-8,CUS0003470,PRD-CUR01,BR0011,2019-05-19,THB,1441067.99,1412246.63,Active
ACC00004943,278-5-72642-9,CUS0008865,PRD-SAL01,BR0017,2024-08-18,THB,1857745.32,1820590.41,Active
ACC00004944,302-3-17593-1,CUS0009688,PRD-SAL01,BR0003,2026-04-01,THB,20562.15,20150.91,Dormant
ACC00004945,138-3-53398-0,CUS0003728,PRD-SAV02,BR0004,2023-05-26,THB,9580.49,9388.88,Active
ACC00004946,268-9-41109-2,CUS0003031,PRD-CUR01,BR0003,2024-10-30,THB,579088.56,567506.79,Dormant
ACC00004947,221-4-98629-3,CUS0004569,PRD-CUR01,BR0043,2025-08-31,THB,67018.11,65677.75,Active
ACC00004948,282-4-10301-0,CUS0002264,PRD-CUR01,BR0002,2021-11-14,THB,13712.5,13438.25,Active
ACC00004949,458-3-45592-2,CUS0007111,PRD-SAV01,BR0016,2025-06-06,THB,4405.54,4317.43,Active
ACC00004950,709-1-97976-0,CUS0007457,PRD-CUR01,BR0035,2020-08-14,THB,543153.65,532290.58,Active
ACC00004951,865-6-48369-3,CUS0007252,PRD-CUR01,BR0028,2018-02-14,THB,6157.44,6034.29,Active
ACC00004952,439-2-67546-0,CUS0005695,PRD-CUR01,BR0030,2025-01-08,THB,5017.55,4917.2,Active
ACC00004953,973-3-13194-8,CUS0005629,PRD-CUR01,BR0016,2024-06-28,THB,1362522.5,1335272.05,Active
ACC00004954,752-4-85916-4,CUS0008492,PRD-CUR01,BR0033,2024-07-11,THB,323790.77,317314.95,Active
ACC00004955,557-4-28971-8,CUS0008539,PRD-SAV01,BR0011,2018-07-23,THB,1310984.11,1284764.43,Active
ACC00004956,579-0-85239-4,CUS0008623,PRD-SAV02,BR0012,2019-01-24,THB,73837.79,72361.03,Active
ACC00004957,515-3-92322-3,CUS0004836,PRD-SAV02,BR0004,2021-04-23,THB,886314.87,868588.57,Active
ACC00004958,659-6-97479-6,CUS0006351,PRD-SAL01,BR0033,2023-08-29,THB,495961.79,486042.55,Active
ACC00004959,594-8-83860-8,CUS0002733,PRD-SAV01,BR0006,2021-11-29,THB,46592.15,45660.31,Active
ACC00004960,517-5-26570-9,CUS0005817,PRD-SAL01,BR0041,2025-03-05,THB,1408535.82,1380365.1,Active
ACC00004961,968-3-73279-7,CUS0001056,PRD-SAL01,BR0010,2024-06-17,THB,914565.67,896274.36,Active
ACC00004962,647-3-15098-6,CUS0008074,PRD-SAV02,BR0030,2018-04-06,THB,8215.56,8051.25,Active
ACC00004963,633-6-31850-6,CUS0009108,PRD-CUR01,BR0026,2024-04-29,THB,1675028.18,1641527.62,Dormant
ACC00004964,158-7-18711-8,CUS0000496,PRD-SAL01,BR0021,2025-04-16,THB,10207.61,10003.46,Dormant
ACC00004965,521-9-85606-7,CUS0003899,PRD-CUR01,BR0011,2025-08-23,THB,18222.59,17858.14,Active
ACC00004966,781-6-56582-2,CUS0006361,PRD-CUR01,BR0005,2021-09-22,THB,39236.4,38451.67,Active
ACC00004967,712-2-22767-8,CUS0008559,PRD-CUR01,BR0003,2024-04-21,THB,107208.06,105063.9,Active
ACC00004968,942-5-17106-6,CUS0002502,PRD-SAL01,BR0008,2025-09-21,THB,28463.29,27894.02,Active
ACC00004969,510-6-81875-6,CUS0000473,PRD-SAV02,BR0016,2018-01-18,THB,14923.68,14625.21,Active
ACC00004970,990-0-71458-8,CUS0004422,PRD-SAV01,BR0009,2019-11-21,THB,1813756.21,1777481.09,Active
ACC00004971,417-1-18711-9,CUS0000724,PRD-SAV02,BR0025,2023-06-22,THB,225831.47,221314.84,Active
ACC00004972,498-5-41081-0,CUS0005026,PRD-SAV02,BR0028,2021-08-29,THB,11206.76,10982.62,Active
ACC00004973,302-5-76857-0,CUS0009589,PRD-SAV01,BR0021,2022-12-10,THB,59575.58,58384.07,Active
ACC00004974,165-7-33407-9,CUS0003958,PRD-SAV01,BR0026,2020-03-24,THB,1437692.41,1408938.56,Active
ACC00004975,651-1-21088-1,CUS0007704,PRD-CUR01,BR0017,2018-02-04,THB,19605.87,19213.75,Active
ACC00004976,478-5-65396-1,CUS0001896,PRD-SAV01,BR0030,2022-11-15,THB,1026407.79,1005879.63,Active
ACC00004977,637-0-15716-5,CUS0004390,PRD-SAV02,BR0042,2018-10-11,THB,1434168.51,1405485.14,Active
ACC00004978,678-5-32912-6,CUS0009843,PRD-SAL01,BR0006,2025-10-11,THB,148606.63,145634.5,Active
ACC00004979,757-8-39416-2,CUS0002742,PRD-SAL01,BR0028,2025-12-29,THB,1821748.15,1785313.19,Active
ACC00004980,860-6-96014-7,CUS0000983,PRD-SAV02,BR0014,2019-07-14,THB,146141.97,143219.13,Active
ACC00004981,127-5-86485-7,CUS0007781,PRD-SAV01,BR0025,2018-04-04,THB,178857.74,175280.59,Active
ACC00004982,621-5-88853-6,CUS0007578,PRD-SAL01,BR0026,2025-01-01,THB,172029.43,168588.84,Active
ACC00004983,776-5-70056-4,CUS0008580,PRD-SAV02,BR0010,2022-02-07,THB,181459.93,177830.73,Active
ACC00004984,858-7-77960-0,CUS0008487,PRD-SAV02,BR0042,2020-05-15,THB,3556.57,3485.44,Active
ACC00004985,437-2-45218-2,CUS0001474,PRD-CUR01,BR0034,2022-07-22,THB,563194.51,551930.62,Closed
ACC00004986,732-2-90072-2,CUS0001129,PRD-SAV02,BR0045,2023-02-24,THB,1060973.81,1039754.33,Active
ACC00004987,735-7-15010-7,CUS0003423,PRD-SAV02,BR0028,2024-05-02,THB,31498.42,30868.45,Active
ACC00004988,117-7-14951-8,CUS0009426,PRD-SAL01,BR0015,2025-10-30,THB,938951.46,920172.43,Active
ACC00004989,916-7-76946-9,CUS0000778,PRD-SAV02,BR0048,2023-08-09,THB,1892184.19,1854340.51,Active
ACC00004990,453-2-42560-5,CUS0005282,PRD-CUR01,BR0021,2019-07-23,THB,27081.9,26540.26,Active
ACC00004991,316-2-37286-5,CUS0000951,PRD-CUR01,BR0007,2022-07-29,THB,10809.24,10593.06,Dormant
ACC00004992,189-0-53472-0,CUS0002405,PRD-SAL01,BR0025,2022-08-09,THB,149791.57,146795.74,Active
ACC00004993,471-1-28778-9,CUS0003753,PRD-SAV01,BR0023,2023-05-02,THB,13200.72,12936.71,Active
ACC00004994,928-6-78520-7,CUS0006094,PRD-SAV02,BR0040,2024-06-11,THB,1699228.58,1665244.01,Active
ACC00004995,806-5-89859-0,CUS0007188,PRD-SAV02,BR0028,2023-11-14,THB,145500.8,142590.78,Active
ACC00004996,969-8-91863-3,CUS0007888,PRD-SAV01,BR0048,2021-04-26,THB,13513.67,13243.4,Active
ACC00004997,900-8-65946-0,CUS0006947,PRD-CUR01,BR0043,2018-07-06,THB,1409573.33,1381381.86,Active
ACC00004998,267-6-32165-6,CUS0006898,PRD-SAV01,BR0033,2020-03-22,THB,174174.89,170691.39,Active
ACC00004999,675-2-10645-0,CUS0004128,PRD-SAL01,BR0044,2024-10-01,THB,31819.46,31183.07,Active
ACC00005000,260-4-75902-6,CUS0007291,PRD-SAV01,BR0049,2024-10-05,THB,2724.62,2670.13,Active
ACC00005001,189-9-85836-3,CUS0008294,PRD-SAV02,BR0017,2024-05-09,THB,1340498.43,1313688.46,Active
ACC00005002,341-7-32431-8,CUS0002058,PRD-SAV01,BR0019,2021-09-23,THB,508255.27,498090.16,Active
ACC00005003,743-8-39247-9,CUS0008838,PRD-CUR01,BR0019,2019-12-15,THB,87228.54,85483.97,Active
ACC00005004,783-3-10064-0,CUS0003006,PRD-SAL01,BR0003,2018-07-06,THB,885499.72,867789.73,Active
ACC00005005,929-1-12844-1,CUS0009008,PRD-SAV02,BR0048,2019-03-26,THB,483605.18,473933.08,Active
ACC00005006,236-4-51131-7,CUS0007016,PRD-CUR01,BR0040,2025-10-23,THB,4619.06,4526.68,Active
ACC00005007,873-9-76841-1,CUS0003699,PRD-SAV02,BR0003,2024-10-31,THB,12388.07,12140.31,Dormant
ACC00005008,225-0-36789-7,CUS0008002,PRD-SAV01,BR0036,2024-06-10,THB,3389.94,3322.14,Active
ACC00005009,670-1-55564-7,CUS0006393,PRD-SAV02,BR0018,2025-07-30,THB,31400.14,30772.14,Active
ACC00005010,257-4-42185-9,CUS0001439,PRD-SAV02,BR0040,2023-07-17,THB,18880.68,18503.07,Active
ACC00005011,943-3-57983-8,CUS0009517,PRD-SAL01,BR0029,2022-01-20,THB,8320.06,8153.66,Active
ACC00005012,332-2-77190-6,CUS0005155,PRD-SAV02,BR0043,2022-10-21,THB,15647.95,15334.99,Active
ACC00005013,530-6-12028-7,CUS0004537,PRD-SAV01,BR0032,2024-08-16,THB,1018.57,998.2,Active
ACC00005014,229-9-41440-6,CUS0002180,PRD-SAV01,BR0033,2019-06-29,THB,3465.56,3396.25,Active
ACC00005015,555-3-82623-6,CUS0000842,PRD-SAV02,BR0015,2025-12-21,THB,8113.37,7951.1,Active
ACC00005016,300-7-75696-5,CUS0008639,PRD-CUR01,BR0035,2018-07-24,THB,184396.68,180708.75,Active
ACC00005017,302-6-46683-5,CUS0009786,PRD-SAV01,BR0044,2022-05-28,THB,7448.51,7299.54,Active
ACC00005018,109-3-42997-5,CUS0007145,PRD-CUR01,BR0043,2023-04-19,THB,10857.04,10639.9,Active
ACC00005019,483-3-43695-4,CUS0003061,PRD-CUR01,BR0029,2020-08-16,THB,7168.04,7024.68,Active
ACC00005020,992-2-82551-8,CUS0008521,PRD-SAV02,BR0016,2023-03-13,THB,106062.13,103940.89,Active
ACC00005021,777-3-61466-0,CUS0001396,PRD-SAL01,BR0022,2018-05-24,THB,14181.57,13897.94,Active
ACC00005022,966-5-91425-6,CUS0003456,PRD-SAV01,BR0042,2023-12-07,THB,19081.48,18699.85,Active
ACC00005023,159-4-93195-7,CUS0000596,PRD-SAL01,BR0031,2024-03-02,THB,17561.85,17210.61,Active
ACC00005024,505-1-90018-5,CUS0001381,PRD-SAV02,BR0036,2023-04-20,THB,85513.9,83803.62,Active
ACC00005025,192-4-34350-4,CUS0004438,PRD-CUR01,BR0043,2020-02-15,THB,17489.66,17139.87,Active
ACC00005026,194-5-71465-4,CUS0004922,PRD-SAV01,BR0025,2018-09-12,THB,766270.8,750945.38,Active
ACC00005027,258-9-22142-8,CUS0007076,PRD-CUR01,BR0046,2020-07-27,THB,47907.49,46949.34,Active
ACC00005028,187-2-25274-5,CUS0004964,PRD-CUR01,BR0002,2022-03-27,THB,158400.27,155232.26,Active
ACC00005029,714-6-89844-2,CUS0004875,PRD-SAV01,BR0003,2019-01-12,THB,123.78,121.3,Active
ACC00005030,690-6-27277-0,CUS0001734,PRD-SAV02,BR0027,2023-07-30,THB,1006125.07,986002.57,Active
ACC00005031,279-8-66102-7,CUS0002926,PRD-CUR01,BR0041,2022-01-29,THB,30017.66,29417.31,Active
ACC00005032,364-1-16893-8,CUS0006273,PRD-SAL01,BR0008,2019-03-09,THB,1446693.66,1417759.79,Active
ACC00005033,274-1-60172-8,CUS0002512,PRD-SAV02,BR0035,2025-10-05,THB,4348.65,4261.68,Active
ACC00005034,290-6-79414-1,CUS0006457,PRD-SAV02,BR0039,2023-11-09,THB,174109.74,170627.55,Dormant
ACC00005035,604-0-10483-7,CUS0006235,PRD-SAV01,BR0021,2024-10-23,THB,17075.82,16734.3,Active
ACC00005036,448-4-55483-7,CUS0007225,PRD-SAV02,BR0033,2024-10-27,THB,334943.76,328244.88,Active
ACC00005037,199-6-23452-6,CUS0009353,PRD-CUR01,BR0032,2022-05-21,THB,173315.46,169849.15,Active
ACC00005038,947-1-88461-2,CUS0000787,PRD-SAV01,BR0034,2020-05-13,THB,55713.4,54599.13,Dormant
ACC00005039,539-7-95730-5,CUS0004995,PRD-SAV02,BR0049,2024-12-08,THB,1282517.71,1256867.36,Active
ACC00005040,690-3-68200-8,CUS0008506,PRD-CUR01,BR0026,2022-02-28,THB,1682786.37,1649130.64,Active
ACC00005041,112-9-27833-1,CUS0009894,PRD-SAV01,BR0013,2022-08-07,THB,14570.33,14278.92,Active
ACC00005042,610-1-40445-9,CUS0008537,PRD-SAL01,BR0012,2024-03-02,THB,15359.82,15052.62,Active
ACC00005043,954-3-56306-5,CUS0001459,PRD-CUR01,BR0049,2018-08-28,THB,13937.19,13658.45,Active
ACC00005044,559-1-18543-1,CUS0002340,PRD-SAV02,BR0025,2021-10-06,THB,104071.72,101990.29,Active
ACC00005045,219-3-82868-4,CUS0004556,PRD-SAL01,BR0031,2018-12-04,THB,90189.66,88385.87,Active
ACC00005046,556-6-78543-2,CUS0004450,PRD-SAL01,BR0045,2024-01-14,THB,22322.84,21876.38,Active
ACC00005047,847-5-65302-8,CUS0000218,PRD-SAV01,BR0021,2023-05-02,THB,169001.96,165621.92,Active
ACC00005048,665-8-44462-2,CUS0009051,PRD-SAV01,BR0042,2026-02-12,THB,48248.01,47283.05,Active
ACC00005049,551-9-75172-7,CUS0002307,PRD-SAV01,BR0031,2020-01-07,THB,168908.37,165530.2,Active
ACC00005050,880-0-69024-1,CUS0007244,PRD-SAV01,BR0044,2018-03-12,THB,10347.45,10140.5,Active
ACC00005051,891-7-31242-1,CUS0007219,PRD-CUR01,BR0044,2020-04-17,THB,77144.36,75601.47,Active
ACC00005052,883-0-98103-8,CUS0001238,PRD-SAV01,BR0049,2020-02-13,THB,5241.15,5136.33,Active
ACC00005053,995-0-11795-0,CUS0000092,PRD-CUR01,BR0008,2018-01-20,THB,13852.93,13575.87,Active
ACC00005054,563-0-89785-9,CUS0002531,PRD-SAL01,BR0034,2021-03-22,THB,38901.41,38123.38,Active
ACC00005055,412-7-29447-0,CUS0001692,PRD-SAV01,BR0048,2025-04-25,THB,97998.51,96038.54,Active
ACC00005056,757-4-97010-1,CUS0009628,PRD-SAL01,BR0012,2018-06-10,THB,168940.69,165561.88,Active
ACC00005057,428-4-51663-6,CUS0003352,PRD-SAL01,BR0031,2023-06-25,THB,6753.55,6618.48,Active
ACC00005058,713-3-75587-6,CUS0000098,PRD-SAV01,BR0035,2024-12-03,THB,43533.22,42662.56,Active
ACC00005059,525-3-25573-3,CUS0006967,PRD-CUR01,BR0049,2022-11-17,THB,246861.14,241923.92,Active
ACC00005060,340-7-16102-9,CUS0002075,PRD-SAV02,BR0019,2018-09-05,THB,911790.34,893554.53,Active
ACC00005061,654-1-31119-9,CUS0005140,PRD-SAL01,BR0029,2024-09-09,THB,9379.31,9191.72,Active
ACC00005062,953-1-32212-3,CUS0007121,PRD-SAV01,BR0003,2024-01-29,THB,16539.36,16208.57,Active
ACC00005063,616-3-94707-7,CUS0004070,PRD-SAL01,BR0030,2021-10-03,THB,29553.36,28962.29,Active
ACC00005064,547-3-92095-8,CUS0006360,PRD-SAV02,BR0021,2024-12-03,THB,14012.06,13731.82,Active
ACC00005065,534-3-13244-7,CUS0004509,PRD-CUR01,BR0021,2019-11-20,THB,18736.78,18362.04,Active
ACC00005066,898-7-74462-9,CUS0005826,PRD-SAL01,BR0003,2025-04-12,THB,5554.97,5443.87,Active
ACC00005067,186-1-96118-4,CUS0006182,PRD-CUR01,BR0009,2025-05-17,THB,17155.12,16812.02,Active
ACC00005068,113-9-57289-5,CUS0004391,PRD-SAL01,BR0018,2022-08-02,THB,10960.55,10741.34,Active
ACC00005069,426-9-42440-3,CUS0001018,PRD-SAV02,BR0005,2021-03-29,THB,1424475.28,1395985.77,Active
ACC00005070,594-2-88206-8,CUS0006043,PRD-SAV02,BR0018,2021-06-19,THB,93602.06,91730.02,Active
ACC00005071,502-9-47138-9,CUS0003398,PRD-SAV01,BR0044,2022-08-15,THB,1005399.37,985291.38,Dormant
